"ensembl_gene_id","sample.shrubr5_3_jw","sample.shrubr5_2_jw","sample.shrubr5_1_jw","sample.jw23.3_3","sample.jw23.3_2","sample.jw23.3_1"
"ENSMUSG00000037661",48.8665389387786,27.3165785394272,33.3195971651348,70.5285687846584,73.3322897476427,70.7459845853362
"ENSMUSG00000037664",77.4488541671208,52.0315781703376,71.5391350898482,106.720860660996,103.090320369875,95.1701935493214
"ENSMUSG00000037669",2184.24208954654,2238.65865077877,2334.33177786327,2529.74840140762,2323.25196214996,2253.76493750428
"ENSMUSG00000037674",2980.85887526549,3258.47758291739,3260.42058142363,3543.13257394507,3692.12137077262,3891.8713662957
"ENSMUSG00000037679",5068.28989710313,5247.38465847854,4914.64058185738,2961.27188147164,3600.72170529005,3078.29254356433
"ENSMUSG00000037681",5.5320610119372,0,9.79988151915729,5.56804490405198,10.6278680793685,8.42214102206384
"ENSMUSG00000037685",186.246054068552,174.305786870631,200.897571142724,141.057137569317,132.848350992106,168.442820441277
"ENSMUSG00000037692",4660.76140255709,4447.3991441096,4287.44816463131,3879.07128315621,4034.33872292829,4050.2076175105
"ENSMUSG00000037697",1931.61130333474,1724.84681634669,1929.59667112207,2152.9773629001,2498.61178545954,2471.89838997574
"ENSMUSG00000037703",345.753813246075,314.791047930542,306.736291549623,541.956370661059,560.08864778272,562.599020273864
"ENSMUSG00000037705",222.204450646144,176.907365779148,212.657428965713,145.69717498936,210.431787971496,214.764596062628
"ENSMUSG00000037706",4700.40783980931,4794.70992839661,4617.70417182691,5073.41691507536,4839.93112334442,4791.35602745212
"ENSMUSG00000037710",2457.15709946877,2708.24364376607,2675.36765472994,2863.83109565073,2221.22442858802,1760.22747361134
"ENSMUSG00000037712",10344.0320821539,10484.363001323,10520.1728108153,10288.818975204,10136.8605741017,10766.0228685042
"ENSMUSG00000037720",4386.9243824662,4482.52045937458,4446.20624524166,4794.08666238875,4280.90526236964,4182.4352315569
"ENSMUSG00000037722",2640.63712303136,3134.90258476284,2850.78553392285,1533.06836358231,1340.17416480837,1415.76190580893
"ENSMUSG00000037725",1901.18496776908,2016.22365410058,1935.47660003356,2000.78413552268,2001.22755934509,2131.64389268436
"ENSMUSG00000037730",3185.54513270717,2984.01100806886,3238.86084208148,4522.18046957421,4245.83329770772,4321.40055842096
"ENSMUSG00000037731",0,5.20315781703376,10.779869671073,10.2080823240953,5.31393403968425,15.1598538397149
"ENSMUSG00000037735",20.2842237104364,7.80473672555063,10.779869671073,14.8481197441386,4.2511472317474,13.4754256353021
"ENSMUSG00000037736",86.6689558536828,100.1607879779,117.598578229887,59.3924789765544,66.9555689000216,70.7459845853362
"ENSMUSG00000037740",3684.35263395018,3761.88310171541,3908.19274983993,4191.80980526713,4225.64034835692,3971.88170600531
"ENSMUSG00000037742",447807.430773955,481267.383075992,454292.127595422,238693.732969352,238646.652148604,212883.089758299
"ENSMUSG00000037750",1862.46054068552,1720.94444798392,1803.17819952494,2336.72284473381,2533.68375012145,2524.95787841474
"ENSMUSG00000037752",390.010301341573,444.869993356386,393.955237070123,467.715771940366,513.326028233499,427.002549818637
"ENSMUSG00000037759",213.906359128238,202.923154864317,174.437891041,130.849055245221,100.964746754001,158.3362512148
"ENSMUSG00000037761",629.732945192185,701.125515845299,799.670331963235,532.676295820973,585.595531173205,565.96787668269
"ENSMUSG00000037772",2526.30786211799,2622.39153978501,2511.70963336001,2143.69728806001,2239.29180432294,2221.76080162044
