"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KO","padj_mouse_KO","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KO","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0001959","regulation of cytokine-mediated signaling pathway","either",0.05,"opposite direction",2.61948796025481,2.61948796025481,-0.818604329020018,1.80088363123479,0.936350271836231,0.006630064403503,"78688/20563/67338/22036/20304/59004/20698/16149/223723/71966/69807/106025/56310/192656/432940/18472/14042/69922/193670/22418/12569/19014/211007/20660/72512/20564/19876/11600/13601/15511","54123/24110/15944/246730/20563/547253/54396/100038882/20564/58203/80285/16145/23960/246727/16177/15257/20847/16923/12363/26362/21937/12977/24058/23961/229615","GO:0001959","GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","regulation of cytokine-mediated signaling pathway","regulation of cytokine-mediated signaling pathway",1.19562666670652,0.392349157836404,2.17848225289988,0.406327275251502,-0.0285616590939452,TRUE,FALSE,FALSE,"14063/12484/17948/17952/80985/22350/21873/73945/19053/53603/263876/240518/114643/23961/74256/52440/77128/12700/108960/11746/18983/21353/12363/94088/319190/56045/252870/246727",2.01423099572654,2.61948796025481,-0.60525696452827,2.01423099572654,2.61948796025481,0.60525696452827,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0007259","cell surface receptor signaling pathway via JAK-STAT","either",0.05,"opposite direction",2.61059966357248,2.61059966357248,-0.90656145045666,1.70403821311582,0.842353886655983,0.0313485988028819,"14184/16194/18016/14312/228812/217039/22083/16195/19229/58523/13019/12702/12703/16392/18764/20897/54721/56469/59004/15235/54394/15205/16161/15979/12569/20848/20850/216233/16950/20851/15239/328572/18128","547253/80285/229900/20897/20846/18764/16453/12568/20847/16923/16950/15364/14158/14600/24088/21937/20852/229615/216233/12702/16164/107566/16451/18763/110006/52023/16878/230514/13078/15976/16818/67561/56468/15975/14360/230484/16189/12703/228812/16452/54721","GO:0007259","GO:0007259","GO:0007259","cell surface receptor signaling pathway via JAK-STAT","cell surface receptor signaling pathway via JAK-STAT","cell surface receptor signaling pathway via JAK-STAT",-1.10469120497927,0.607584522675316,1.50378186618179,-0.216393297683374,-0.0745054159429471,TRUE,FALSE,FALSE,"56469/21937/217039/15239/22083/12568/54394/67561/110006/18764/15205/13019/12051/12389/56468/16194/16164/16190/12569/328572/16161/16195/20851/12315/20848/20850/16392/15979/12702/18128/16950/16878",-0.19812975452261,2.61059966357248,-2.80872941809509,0.19812975452261,2.61059966357248,2.80872941809509,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0071219","cellular response to molecule of bacterial origin","either",0.05,"opposite direction",2.59612214150368,2.59612214150368,-0.96438488334209,1.63173725816159,0.797552319438007,0.0154324195513777,"74637/235527/18035/78334/67154/12608/27056/17260/17470/217166/100689/192656/70310/11303/12257/22418/57783/11898/211007/21938/14528/11622/19401/192159/18750/20312/19261/20296","55932/15944/20539/54396/20128/70310/209387/214855/22169/16145/18828/14469/12567/20846/70097/12257/26362/319236/20312/11651/14870/11898/24088/21937/22352/108155/238871/231086/18578/266632/14468/16819/100689/117149/16179/17874/18569/21898/18754/26417/54196/12369/17975/223601/57783/26419/60533/11350/12608","GO:0071219","GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","cellular response to molecule of bacterial origin","cellular response to molecule of bacterial origin",-0.939531373725626,0.804609843937575,1.81156597831574,-0.0944146583896434,-0.098240817615078,TRUE,FALSE,FALSE,"22083/21938/320472/74637/57783/211007/266632/19401/11303/16179/211770/238871/67154/217304/14528/70310/235527/22433/26417/192656/83433/17470/217166/12257/18787/17260/22418/11622/18750/11898/20296/19261/20312",0.024853509616464,2.59612214150368,-2.57126863188722,0.024853509616464,2.59612214150368,2.57126863188722,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0033500","carbohydrate homeostasis","either",0.05,"opposite direction",2.59348351734633,2.59348351734633,-1.09553625288717,1.49794726445916,0.653287197231834,0.0427950853852533,"56490/20586/18709/16971/109778/74551/56484/17425/107723/22393/23921/20747/68667/109689/17127/18605/68837/14118/22433/18708/21803/97086/56368/11799/14629/19376/20983/223527/24051/73649/75747/66259/94353/12578/217166/70310/63959/76854/13924/68938/71111/11548/19062/18164/14694/20602/20848/67389/19271/14119/12606/105787/18576/17886/18642/64297/74370/20913/22402/12842/20296/20317","74551/12870/14119/246730/12842/20317/70310/20587/192185/14118/19275/23960/18555/109552/12286/18576/68938/19056/230784/102093/14694/22393/11651/11674/63959/19326/241296/108155/80976/23961/68441/74370/74998/67389/16971/50721/228869/12288/78894/52055/215999/14629/19376","GO:0033500","GO:0033500","GO:0033500","carbohydrate homeostasis","carbohydrate homeostasis","carbohydrate homeostasis",-1.27346079542899,0.271363612606491,1.36860610277696,-0.566448387714135,-0.184895852794498,TRUE,FALSE,FALSE,"109552/17295/11514/20747/14119/223527/94353/68938/12578/15357/70310/22433/74551/13924/17886/75747/67041/20913/19055/216190/18642/20848/105787/11548/83433/20983/19376/217166/11799/74370/67389/12293/18708/18576/22228/12606/71111/97086/68837/12842/64297/18605/22402/20296/20317",-0.17792454254182,2.59348351734633,-2.77140805988815,0.17792454254182,2.59348351734633,2.77140805988815,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0071222","cellular response to lipopolysaccharide","either",0.05,"opposite direction",2.58065004034185,2.58065004034185,-0.969627943855172,1.61102209648668,0.791345662481484,0.0227692354778655,"74637/235527/18035/78334/67154/12608/17260/17470/217166/100689/192656/70310/11303/12257/22418/57783/11898/211007/21938/14528/19401/192159/18750/20312/19261/20296","55932/15944/20539/54396/20128/70310/209387/214855/22169/16145/18828/14469/12567/20846/70097/12257/26362/319236/20312/11651/14870/11898/21937/22352/108155/238871/231086/18578/266632/14468/16819/100689/16179/17874/18569/21898/18754/26417/54196/12369/17975/57783/26419/60533/11350/12608/11303/26400","GO:0071222","GO:0071222","GO:0071222","cellular response to lipopolysaccharide","cellular response to lipopolysaccharide","cellular response to lipopolysaccharide",-0.968804553226754,0.778001734034753,1.64265155143661,-0.109019435040021,-0.10163377374983,TRUE,FALSE,FALSE,"22083/21938/320472/74637/57783/211007/266632/19401/11303/16179/211770/238871/67154/217304/14528/70310/235527/22433/26417/192656/83433/17470/217166/12257/18787/17260/22418/18750/11898/20296/19261/20312",0.000823390628418075,2.58065004034185,-2.57982664971343,0.000823390628418075,2.58065004034185,2.57982664971343,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0006739","NADP+ metabolic process","either",0.05,"opposite direction",2.56788926901405,2.56788926901405,-0.716239791885332,1.85164947712872,0.946808321882498,0.0337797077662345,"56717/11428/21351/100198/100705/78373/216188/74637/22059/107747/17449/74370","192185/66171/14381/110208/226518/22059/107747/216188/19895/15926/74370/100198/17436/269951/21351/107029/66646/68646/56716","GO:0006739","GO:0006739","GO:0006739","NADP+ metabolic process","NADP+ metabolic process","NADP+ metabolic process",-0.7166443111839,0.96752316325703,1.47134411190121,-0.0143386288369147,-0.0237379335357677,TRUE,FALSE,FALSE,"22059/74637/17449/14381/67880/216188/21351/100198/78373/74370/107747",-0.000404519298567996,2.56788926901405,-2.56829378831262,0.000404519298567996,2.56788926901405,2.56829378831262,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0032640","tumor necrosis factor production","either",0.05,"opposite direction",2.49927048023618,2.49927048023618,-0.900895549995874,1.59837493024031,0.85356810725792,0.0442426534928472,"19357/53791/100689/192656/15499/15979/12257/22418/20848/15507/19271/216869/67457/83397/19401/11600/20312/19261/20296","16859/246730/20128/74155/230073/66725/214855/246728/71586/16423/23960/246727/142980/12257/73181/26362/20312/14870/24088/21937/23961/56632/15499/268857/16800/100689/117149/17874/11820/14082/21898/14869/19164/107607/108655/17975/11600","GO:0032640","GO:0032640","GO:0032640","tumor necrosis factor production","tumor necrosis factor production","tumor necrosis factor production",-1.19877428928182,0.457266156954054,1.35415883372093,-0.33983094030311,-0.0687618202713284,TRUE,FALSE,FALSE,"22160/15499/20848/192656/83433/19357/67457/12257/16392/66725/18708/15979/53791/268857/22418/11600/20296/19261/20312",-0.297878739285946,2.49927048023618,-2.79714921952213,0.297878739285946,2.49927048023618,2.79714921952213,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0032680","regulation of tumor necrosis factor production","either",0.05,"opposite direction",2.49927048023618,2.49927048023618,-0.900895549995874,1.59837493024031,0.85356810725792,0.0442426534928472,"19357/53791/100689/192656/15499/15979/12257/22418/20848/15507/19271/216869/67457/83397/19401/11600/20312/19261/20296","16859/246730/20128/74155/230073/66725/214855/246728/71586/16423/23960/246727/142980/12257/73181/26362/20312/14870/24088/21937/23961/56632/15499/268857/16800/100689/117149/17874/11820/14082/21898/14869/19164/107607/108655/17975/11600","GO:0032680","GO:0032680","GO:0032680","regulation of tumor necrosis factor production","regulation of tumor necrosis factor production","regulation of tumor necrosis factor production",-1.19877428928182,0.457266156954054,1.35415883372093,-0.33983094030311,-0.0687618202713284,TRUE,FALSE,FALSE,"22160/15499/20848/192656/83433/19357/67457/12257/16392/66725/18708/15979/53791/268857/22418/11600/20296/19261/20312",-0.297878739285946,2.49927048023618,-2.79714921952213,0.297878739285946,2.49927048023618,2.79714921952213,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0016050","vesicle organization","either",0.05,"opposite direction",-2.4919758404057,2.4919758404057,1.04723891503973,-1.44473692536597,0.677204141658098,0.0318439229712457,"70546/12725/54525/20908/12490/68942/108012/17274/20661/18783/20619/229521/19294/20194/11964/110380/69178/84095/320714/70495/14339/387524/78610/12752/235627/53869/233489/107305/11765/208518/20479/170737/18759/170833/116733/11773/192236/20844/108664/12043/73689/53330/66144/67727/19158/12488/69982/11777/66226/76303/53611/21968/11966/67028/117150/107338/73205/380714/21787/11767/66700/53378/67073/59005/66290/83435/12912/76893/102058/320191/22088/53331/67141/212139/20932/66682/71801/27054/19349/111173/15247/99683/20334/234852/60409/57257/20170/30960","17101/77371/56440/56334/226421/380714/228545/231070/110380/108664/207352/19725/12912/12390/77573/20333/20971/52898/66144/21787/56324/245884/53331/54198/16573/54137/107338/216131/57257/66629/229593/11765/330192/19324/27054/70450/170833/11984/11973/78610/210789/21968/68767/217310/19332/19349/12752/64933/74732/75964/246694/18711/71732/20661/20907/73122/67474/66241/67166/11966/20908/74018/107305/11964/117150/66335/72287/104015/73834/11816/11972/20617/231801/70495","GO:0016050","GO:0016050","GO:0016050","vesicle organization","vesicle organization","vesicle organization",1.20478372490886,0.275217926081256,-1.49697343528687,0.560323282120302,0.169280394488446,TRUE,FALSE,FALSE,"70546/54525/20908/12725/20661/20619/80976/14339/66144/108012/19294/235627/320714/12490/252903/18783/209086/17274/71801/21968/12043/78610/74018/19332/70495/170833/117150/11966/111173/20910/56324/19725/11765/387524/11777/80743/73689/20844/107305/11972/20479/330277/107338/84095/27054/229521/69982/12752/102058/170737/269338/66682/73205/12912/20194/76303/26903/108664/192236/58244/212139/11973/217517/226422/53378/17858/67231/75608/232664/19339/67727/18718/237465/213211/12488/75763/227648/228545/66290/66371/73122/53611/76959/53330/74349/11767/20907/68365/59005/18711/67028",0.15754480986913,-2.4919758404057,2.64952065027483,0.15754480986913,2.4919758404057,2.64952065027483,"KD opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0071706","tumor necrosis factor superfamily cytokine production","either",0.05,"opposite direction",2.45784655714583,2.45784655714583,-0.889164326807752,1.56868223033808,0.866444755028027,0.0442426534928472,"19357/53791/100689/192656/15499/15979/12257/22418/20848/15507/19271/216869/67457/83397/19401/11600/20312/19261/20296","16859/246730/20128/74155/230073/66725/214855/246728/71586/16423/23960/246727/142980/12257/73181/26362/20312/14870/24088/21937/23961/56632/15499/268857/16800/100689/117149/17874/11820/14082/21898/14869/19164/107607/108655/17975/11600/60533","GO:0071706","GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","tumor necrosis factor superfamily cytokine production","tumor necrosis factor superfamily cytokine production",-1.17151999945149,0.47349761556438,1.35415883372093,-0.324682203671985,-0.062259122911235,TRUE,FALSE,FALSE,"22160/15499/20848/192656/83433/19357/67457/12257/16392/66725/18708/15979/53791/268857/22418/11600/20296/19261/20312",-0.282355672643738,2.45784655714583,-2.74020222978957,0.282355672643738,2.45784655714583,2.74020222978957,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","either",0.05,"opposite direction",2.45784655714583,2.45784655714583,-0.889164326807752,1.56868223033808,0.866444755028027,0.0442426534928472,"19357/53791/100689/192656/15499/15979/12257/22418/20848/15507/19271/216869/67457/83397/19401/11600/20312/19261/20296","16859/246730/20128/74155/230073/66725/214855/246728/71586/16423/23960/246727/142980/12257/73181/26362/20312/14870/24088/21937/23961/56632/15499/268857/16800/100689/117149/17874/11820/14082/21898/14869/19164/107607/108655/17975/11600/60533","GO:1903555","GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","regulation of tumor necrosis factor superfamily cytokine production","regulation of tumor necrosis factor superfamily cytokine production",-1.17151999945149,0.47349761556438,1.35415883372093,-0.324682203671985,-0.062259122911235,TRUE,FALSE,FALSE,"22160/15499/20848/192656/83433/19357/67457/12257/16392/66725/18708/15979/53791/268857/22418/11600/20296/19261/20312",-0.282355672643738,2.45784655714583,-2.74020222978957,0.282355672643738,2.45784655714583,2.74020222978957,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0046390","ribose phosphate biosynthetic process","either",0.05,"opposite direction",2.45406089451212,2.45406089451212,-0.830026386298965,1.62403450821315,0.923289490232553,0.0258343675164577,"331487/66592/14381/19219/11637/11949/17991/68055/67126/17706/17717/83433/76654/11946/66052/595136/17718/11545/67273/11983/11565/72900/67680/66401/66108/104130/68375/17719/72269/66414/17869/11636/17993/11512/68202/75406/66114/66945/17720/55936/66043/228033/69875/68342/68197/17705/18102/21803/104110/69802/104111/18160/212627/20848/68614/18103/68073/98496/237823/11564/67763/11951/71679/67942/56248/67130/14923/66218/66355","14381/11566/56520/23918/12048/15452/108147/19241/66592/14923/68073/11639/11674/67942/55936/11951/67273/66218/66294/56632/69719/68614/66588/26395/108156/22271/212627/104111/66114/225887/72900/67680/67130/66416/70316/75406/14450/80914/68556/67054/109674/11717/98496/214917/68349/16189/107197/67126/13806/231327/230103/21803/331487/237823/13618/68194/11534/51797/14380/20848/54369/239790/11821/66377/23972/66091/56749/23917/17991/11486/28080/66355/23971/105446/17995/50799/66826/11949/18162","GO:0046390","GO:0046390","GO:0046390","ribose phosphate biosynthetic process","ribose phosphate biosynthetic process","ribose phosphate biosynthetic process",-1.12036254735312,0.540566745241198,1.5878021664959,-0.267150674883077,-0.03466210796801,TRUE,FALSE,FALSE,"69802/66592/22247/11513/17705/66414/18103/108156/11983/76654/66043/68202/66945/18102/68197/75406/67273/68342/14381/212627/55936/11515/17869/11514/331487/71679/67763/68614/20848/18160/11512/83433/237823/11951/68073/11565/11564/104111/66218/67130/14923/66355/104110/67942/11636/98496",-0.290336161054155,2.45406089451212,-2.74439705556627,0.290336161054155,2.45406089451212,2.74439705556627,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0043038","amino acid activation","either",0.05,"opposite direction",2.44959350347773,2.44959350347773,-0.596104431652529,1.8534890718252,0.998601632322315,0.0307043428089537,"224805/72946/104458/353172/22375/107508/70223/27267/15115/69684/231326/109093/71984/230577/107271/69955/102436/70791/384281/226539/110960","381314/353172/22375/107045/23874/110960/22321/70223/68915/226414/107508/15115/27267/20226/105148/216443/104458/107271/85305/109093/97541/71941/71984/102436/244141/70560","GO:0043038","GO:0043038","GO:0043038","amino acid activation","amino acid activation","amino acid activation",-0.906546839761088,0.813389436234264,1.51280019375484,-0.0897014722252089,-0.000607728379051759,TRUE,FALSE,FALSE,"107508/70223/230577/381314/384281/20226/353172/69955/67789/23874/231326/216443/70791/70560/107271/104458/15115/226539/109093/22375/105148/71984/71807/110960",-0.310442408108559,2.44959350347773,-2.76003591158629,0.310442408108559,2.44959350347773,2.76003591158629,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0043039","tRNA aminoacylation","either",0.05,"opposite direction",2.43261182872545,2.43261182872545,-0.561382819345982,1.87122900937947,0.999428477778274,0.0332636198640547,"224805/72946/104458/353172/22375/107508/70223/27267/15115/69684/109093/71984/230577/107271/69955/102436/70791/384281/226539/110960","381314/353172/22375/107045/23874/110960/22321/70223/68915/226414/107508/15115/27267/20226/105148/216443/104458/107271/85305/109093/97541/71941/71984/102436/244141/70560","GO:0043039","GO:0043039","GO:0043039","tRNA aminoacylation","tRNA aminoacylation","tRNA aminoacylation",-0.874462306257422,0.856258746053124,1.47803049109241,-0.0673949794782492,-0.00024827990268153,TRUE,FALSE,FALSE,"107508/70223/230577/381314/384281/20226/353172/69955/67789/23874/216443/70791/70560/107271/104458/15115/226539/109093/22375/105148/71984/71807/110960",-0.31307948691144,2.43261182872545,-2.74569131563689,0.31307948691144,2.43261182872545,2.74569131563689,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0009100","glycoprotein metabolic process","either",0.05,"opposite direction",2.40568977182039,2.40568977182039,-0.885971021106873,1.51971875071352,0.903394658018329,0.0180941383678868,"50917/93840/14733/15586/27403/20454/74241/76051/93683/68563/27419/76483/218989/74498/29858/170789/330671/15442/98388/12387/233824/15531/20446/380959/76457/230815/233781/14042/78754/56321/171212/72043/13617/83398/57783/19324/109901/223774/50935/233552/12814/76025/328572/217119/27029/271786/58250/17309/11600/239337/26877/230145/170441/50786/16431","243853/53618/18553/19288/244745/66059/16453/268880/66248/234356/12167/234407/72050/68273/83398/381694/54616/13478/52120/12499/17158/224143/140484/20443/102580/109901/97440/108155/70551/381903/74653/217734/97884/217664/59287/195646/328370/20444/68304/53614/54128/18795/14043/27029/14733/59007/218989/239337/13039/20442/215015/27419/50762/76898/57357/17160/66357/14376/50917/73068/15442/80286/320438/110006/14426/15931/76483/72136/56321/231050/19164/232313/117592/14538/216395/76025/72043/100910/57783/11600/11881/15476/73836/319901/12814/208211/15251/14345/69080/14042/212996/331026/233781/20448/70827/70484/239528/140481/17308/21982/12156/14241/12091/50786/14423/59031/22235/14425/57377/53627/13617/13618/75847/171212/72297/15932/15531/246179/11593/380959/16432/212898/20652/240725/233733/66789","GO:0009100","GO:0009100","GO:0009100","glycoprotein metabolic process","glycoprotein metabolic process","glycoprotein metabolic process",-1.61190567674131,0.00857707355684996,1.74246209290846,-2.06666086540363,-0.0441224818508051,TRUE,TRUE,FALSE,"50935/80294/13039/52463/26433/13200/208624/53374/268880/110006/18553/57783/93840/11305/103963/50917/68304/110173/20443/214133/432486/14733/11977/26879/66629/103534/29858/54616/20454/21664/108153/20442/68563/328370/70551/74498/17156/15442/75847/212898/67943/16430/15531/140481/102580/93683/235534/15586/171212/19288/13478/269941/328572/338362/19324/60322/20441/12814/56321/73836/11881/15476/233824/217119/50760/27029/233781/330671/216395/240725/76457/244745/223774/66059/23908/12387/380959/117148/218989/20440/67547/14042/50786/233552/109901/12167/26877/76025/98388/11600/271786/17309/58250/83398/72043/170441/239337/13617/16431",-0.725934655634437,2.40568977182039,-3.13162442745483,0.725934655634437,2.40568977182039,3.13162442745483,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0060338","regulation of type I interferon-mediated signaling pathway","either",0.05,"opposite direction",2.35002605000216,2.35002605000216,-0.559931163479762,1.7900948865224,0.996194489332542,0.0427950853852533,"193670/22418/211007/72512","54123/24110/246730/100038882/58203/23960/246727/20847","GO:0060338","GO:0060338","GO:0060338","regulation of type I interferon-mediated signaling pathway","regulation of type I interferon-mediated signaling pathway","regulation of type I interferon-mediated signaling pathway",0.891818083131842,0.84163631096565,1.36860610277696,0.0748755358901555,-0.00165586499179846,TRUE,FALSE,FALSE,"114643/23961/18983/94088/56045/246727/66743/246730/54123/24110/56417/100038882/20847/227331/56480/66520",1.4517492466116,2.35002605000216,-0.898276803390558,1.4517492466116,2.35002605000216,0.898276803390558,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0048525","negative regulation of viral process","either",0.05,"shared positive",1.77379073214895,1.77379073214895,0.707160605623013,2.48095133777196,0.984227577583267,6.03278412325056e-07,"107373/80750/93679/57444/226691/84505/23825/12914","23962/66141/246730/100038882/15957/20568/69550/246728/71586/20684/23960/246727/19288/20846/15364/80287/80876/226691/213002/19106/78781/17858/23961/56491/268373/58185/68713/231655","GO:0048525","GO:0048525","GO:0048525","negative regulation of viral process","negative regulation of viral process","negative regulation of viral process",1.29706562025355,0.336896966110449,6.21948221517066,0.472502899993719,0.00690447040898585,TRUE,FALSE,FALSE,"80750/71586/107373/231655/19106/246728/114643/23961/93679/20684/20821/78781/226691/74735/15957/94088/246727/17858/58185/98999/246730/23962",0.589905014630537,1.77379073214895,-1.18388571751841,0.589905014630537,1.77379073214895,1.18388571751841,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0045071","negative regulation of viral genome replication","either",0.05,"shared positive",1.67609742488015,1.67609742488015,0.826013675108976,2.50211109998913,0.883763419264135,6.03278412325056e-07,"107373/80750/57444/226691/84505/23825","23962/66141/246730/100038882/20568/69550/246728/71586/23960/246727/15364/80287/80876/226691/213002/19106/78781/17858/23961/58185/68713/231655","GO:0045071","GO:0045071","GO:0045071","negative regulation of viral genome replication","negative regulation of viral genome replication","negative regulation of viral genome replication",1.37334661145764,0.333111694371537,6.21948221517066,0.477410120500425,0.0536639787190966,TRUE,FALSE,FALSE,"80750/71586/107373/231655/19106/246728/114643/23961/78781/226691/94088/246727/17858/58185/98999/246730/23962",0.547332936348664,1.67609742488015,-1.12876448853149,0.547332936348664,1.67609742488015,1.12876448853149,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0045069","regulation of viral genome replication","either",0.05,"shared positive",1.66872943434441,1.66872943434441,0.942731522278824,2.61146095662323,0.814949572908723,7.41857142857143e-08,"18983/107373/67846/80750/13194/57444/226691/19358/84505/12043/23825/109333","23962/66141/246730/100038882/20568/69550/229900/246728/71586/19358/23960/246727/21974/15364/80287/80876/226691/213002/19106/78781/17858/13194/23961/56491/268373/58185/68713/231655","GO:0045069","GO:0045069","GO:0045069","regulation of viral genome replication","regulation of viral genome replication","regulation of viral genome replication",1.24485951137068,0.418194599027591,7.1296797174192,0.378621580384107,0.0888692635115961,TRUE,FALSE,FALSE,"80750/71586/107373/231655/12043/19106/246728/114643/23961/18983/78781/226691/94088/246727/17858/58185/98999/13194/19358/246730/23962",0.302127989091856,1.66872943434441,-1.36660144525255,0.302127989091856,1.66872943434441,1.36660144525255,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:1903900","regulation of viral life cycle","either",0.05,"shared positive",1.5529338997545,1.5529338997545,0.879046195171249,2.43198009492575,0.886193670836024,7.41857142857143e-08,"18983/107373/67846/80750/19294/13194/18550/57444/226691/19358/84505/116733/12043/23825/109333","23962/66141/246730/100038882/20128/20568/69550/209387/229900/246728/71586/19358/23960/246727/22088/21974/15364/80287/80876/26362/226691/319236/213002/19106/78781/17858/76681/13194/217069/23961/56491/268373/58185/68713/231655","GO:1903900","GO:1903900","GO:1903900","regulation of viral life cycle","regulation of viral life cycle","regulation of viral life cycle",1.0332694366066,0.678486374440952,7.1296797174192,0.168458869543707,0.0524713560092201,TRUE,FALSE,FALSE,"80750/19294/71586/107373/231655/12043/19106/246728/319236/114643/23961/18983/78781/226691/94088/18550/246727/17858/58185/98999/76681/13194/19358/246730/23962",0.154223241435351,1.5529338997545,-1.39871065831915,0.154223241435351,1.5529338997545,1.39871065831915,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0042832","defense response to protozoan","either",0.05,"shared positive",1.48196680552267,1.48196680552267,0.676337517118344,2.15830432264101,0.958754929677706,0.00158101856754771,"18176/16193","55932/54396/236573/60440/229900/16145/14469/16391/100039796/21822/14468/15461/17874/18176/17472","GO:0042832","GO:0042832","GO:0042832","defense response to protozoan","defense response to protozoan","defense response to protozoan",-1.02679725642323,0.721558139420365,2.80106302966541,-0.141728669959016,0.0182923900037749,TRUE,FALSE,FALSE,"78317/18605",-1.70313477354157,1.48196680552267,-3.18510157906424,1.70313477354157,1.48196680552267,3.18510157906424,"KO opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0050792","regulation of viral process","either",0.05,"shared positive",1.37868772818894,1.37868772818894,0.851050657762003,2.22973838595094,0.910082107399601,6.03278412325056e-07,"18983/107373/67846/80750/19294/13194/93679/18550/13830/57444/226691/19358/84505/116733/12043/23825/109333/12914","23962/66141/246730/100038882/20128/15957/20568/69550/209387/229900/246728/71586/20684/19358/23960/246727/19288/22088/20846/21974/15364/80287/80876/26362/226691/319236/213002/19106/78781/17858/76681/13194/217069/23961/18643/56491/268373/58185/16543/68713/231655","GO:0050792","GO:0050792","GO:0050792","regulation of viral process","regulation of viral process","regulation of viral process",1.20663792034462,0.386618106984742,6.21948221517066,0.412717809957213,0.0409194239624692,TRUE,FALSE,FALSE,"13830/80750/19294/71586/107373/231655/12043/19106/246728/319236/114643/23961/93679/20684/67526/20821/18983/78781/226691/74735/15957/94088/26401/18550/246727/17858/67231/58185/98999/76681/13194/19358/246730/23962",0.355587262582617,1.37868772818894,-1.02310046560632,0.355587262582617,1.37868772818894,1.02310046560632,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0046621","negative regulation of organ growth","either",0.05,"shared positive",-1.36883967108787,1.36883967108787,2.13122815526497,0.762388484177101,0.0451519277102368,0.918317698362534,"13052/232334/211652/52357/14609/19211/108655/16526/19735/17684/14297/28185/15567/17283","14381/14609/19735/28185/232334/16526/108655/21813/14083","GO:0046621","GO:0046621","GO:0046621","negative regulation of organ growth","negative regulation of organ growth","negative regulation of organ growth",1.85598559295602,0.0365920548588155,0.0370070456218908,1.43661320164247,1.34532370324534,FALSE,TRUE,TRUE,"13052/15567/17684/211652/52357/19211/19735/58231/232334",-0.27524256230895,-1.36883967108787,1.09359710877892,0.27524256230895,1.36883967108787,1.09359710877892,"all positive"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0032607","interferon-alpha production","either",0.05,"shared positive",1.33014122269904,1.33014122269904,0.72565044907434,2.05579167177338,0.936350271836231,0.00682377035484091,"12675/21898/72162/54131/170743/71586/15510/54123/17381/20846/235626/78781/13211","54123/230073/71586/64685/20846/142980/78781/268857/72162/21898/17472/15510","GO:0032607","GO:0032607","GO:0032607","interferon-alpha production","interferon-alpha production","interferon-alpha production",1.10202154628957,0.654233870967742,2.16597559721327,0.184266975353809,0.0285616590939452,TRUE,FALSE,FALSE,"71586/12675/78781/64685/170743/27056/17472/21898/54123/230073",0.37637109721523,1.33014122269904,-0.95377012548381,0.37637109721523,1.33014122269904,0.95377012548381,"all positive"
