"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KD","padj_mouse_KD","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KD","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0016055","Wnt signaling pathway","either",0.05,"shared negative",-0.33122501631082,0.33122501631082,-1.17947056986678,-1.5106955861776,0.513020252372263,0.0138400697442439,"21886/27373/407821/103583/93840/16392/68667/17127/18764/18605/22210/72357/59004/55978/29811/20356/104318/73827/629378/21803/76737/27041/76441/17342/76281/12387/77938/18230/14183/69217/14462/666048/76457/22410/229534/67181/22422/432940/19052/14042/13144/18133/14694/22418/17847/72043/13617/21804/14632/83675/22084/57265/13653/109901/84035/319478/14362/105787/228357/67457/78560/16600/217011/73739/56612/17240/328572/15982/12833/21833/21415/57810/22402/20613/12842/13132/21414/16480/67916/13649/65257/12006/68588/23805/16842/70790/15248/13543/18128/103743/20682","106042/12389/20674/14173/20187/68889/77578/17847/67943/19052/21415/14369/17869/12443/13543/17342/68151/11820/218952/233328/13653/69217/67181/21887/13144/76365/103583/217011/328572/23805/66241/104318/78560/65257/23955/84035/629378/27041/22410/666048/14462/83675/16600/59036/77583/73827/432940/27373/72780/73739/16469/20356/14797/105787/56612/240725/319478/76457/17986/229534/67457/20682/16392/66725/11865/18647/12387/57265/15982/14042/109901/76737/18128/13132/20613/21804/22418/18133/17240/21833/12842/12833/665113/16480/18605/70790/12006/14362/68588/16842/22402/72043/21414/103743/13617/67916","GO:0016055","GO:0016055","GO:0016055","Wnt signaling pathway","Wnt signaling pathway","Wnt signaling pathway",0.966509981195435,0.78632435068885,0.104398275006446,-1.85886172133418,-0.289865490015068,FALSE,TRUE,FALSE,"672511/12842/66725/14362/12833/21804/20356/229534/19664/72114/16600/23892/78560/18764/15364/14694/69217/76425/67916/73181/22601/26385/24088/20174/109901/23988/83675/13194/16469/18647/57810/70823/20439/56736/21983/14682/72357/56811/103236/235542/12443/217011/16348/53614/16971/67974/56515/16543/11820/21886/76281/233328/14368/18763/13726/432940/100503572/50523/11426/11865/19164/227210/22084/232334/23802/381259/55978/72043/20779/20586/103743/80707/20677/629378/11350",-0.33122501631082,2.14598055106222,-2.47720556737303,0.33122501631082,2.14598055106222,2.47720556737303,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0042092","type 2 immune response","either",0.05,"shared negative",-0.32503815795533,0.32503815795533,-1.44043613720983,-1.76547429516516,0.49023680930619,0.0443637846178967,"19401/16362/13601/12029","65113/19401/16149/12051/56468/16362/14462/16952/12520/15284/12029/13601","GO:0042092","GO:0042092","GO:0042092","type 2 immune response","type 2 immune response","type 2 immune response",0.723979202192182,0.941713878362661,0.0260810291853624,-1.35297141183401,-0.309594082968905,FALSE,TRUE,FALSE,"20852/16952/13601/12029/58185/103213/56468/16189/14462/16193",-0.32503815795533,2.16441533940201,-2.48945349735734,0.32503815795533,2.16441533940201,2.48945349735734,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0060021","roof of mouth development","either",0.05,"shared negative",-0.32407204963366,0.32407204963366,-1.41610241619609,-1.74017446582975,0.398915755318855,0.0253272433640243,"67661/105278/110796/21809/17260/66910/216560/242509/22418/21386/544696/20481/57265/14362/17168/16950/13845/20613/14451/320910/70673/73692/20666/16842","21808/23967/231070/106522/17168/13845/57265/21809/17260/20613/22418/16950/21386/14362/70673/16842/20666/14451/320910","GO:0060021","GO:0060021","GO:0060021","roof of mouth development","roof of mouth development","roof of mouth development",0.996690372157426,0.736260760399082,0.132968344975239,-1.59641207657116,-0.399118810737252,FALSE,TRUE,FALSE,"14451/14362/18933/17168/434215/67661/16950/110796/381694/21814",-0.32407204963366,2.41279278835352,-2.73686483798718,0.32407204963366,2.41279278835352,2.73686483798718,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","either",0.05,"shared negative",-0.31432444049369,0.31432444049369,-1.29331734978984,-1.60764179028353,0.46355009380433,0.00919891420873015,"100952/216805/74777/18129/20190/14042/50724/21417/223642/235505/18133/17965/22418/20848/66513/170749/114716/66214/21804/231633/328365/216869/14119/20481/217351/13653/20660/14362/56208/83925/69710/75788/16969/12825/17130/217342/328572/58250/20742/16948/13132/71093/67888/320910/240025/70673/15901/27528/14463/21930/20666/241226/16842/19663/12843/69640/18128/170441/20296","17129/14119/218952/170749/13653/93683/268935/69710/11479/114715/21807/328572/56208/75788/22433/14083/20190/74777/26417/18129/21808/68939/21930/16998/216190/55994/20848/240025/83453/240725/83925/20289/17986/16948/246154/21417/65112/16419/17130/66214/21809/15901/12825/231633/14042/66513/69640/100952/18128/12167/13132/21804/22418/18133/71093/17965/14314/20660/67888/235505/14362/27528/58250/70673/16842/20666/12843/20296/170441/320910/241226","GO:0007178","GO:0007178","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","cell surface receptor protein serine/threonine kinase signaling pathway","cell surface receptor protein serine/threonine kinase signaling pathway",0.936100617043348,0.837616139702392,0.0769549629956928,-2.03626343145724,-0.333903326703416,FALSE,TRUE,FALSE,"16859/14119/12843/14362/14118/21804/50527/53618/15901/22793/14314/19664/23892/241226/12825/434215/12167/16419/71093/21814/21815/268977/16998/15216/23988/108155/20340/16948/56213/75788/74777/16971/269878/59007/108075/83453/114715/94187/14232/231633/17874/18569/219181/50523/20481/13207/26417/114249/268935/70673/224640/14538/65960/69260/66214/20779/432442/100952/26419/21813/66695/11350",-0.31432444049369,2.22941796683319,-2.54374240732688,0.31432444049369,2.22941796683319,2.54374240732688,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0030279","negative regulation of ossification","either",0.05,"shared negative",-0.31403185350259,0.31403185350259,-1.70354098287116,-2.01757283637375,0.226912998519093,0.00834476334948204,"76566/68667/17127/18605/22337/21803/17260/84035/228357/75788/17130/13601/210719/18128/20682","11479/269941/75788/84035/16998/20682/18442/76566/17130/17260/18128/210719/18605/13601","GO:0030279","GO:0030279","GO:0030279","negative regulation of ossification","negative regulation of ossification","negative regulation of ossification",1.23266891998863,0.506893647338693,0.295083151552371,-2.07858597503883,-0.644140625210604,FALSE,TRUE,FALSE,"22337/18442/19664/23892/16998/75788/13601",-0.31403185350259,2.93620990285979,-3.25024175636238,0.31403185350259,2.93620990285979,3.25024175636238,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0002063","chondrocyte development","either",0.05,"shared negative",-0.31086063007622,0.31086063007622,-1.61000969970612,-1.92087032978234,0.237466687701839,0.0174174867879531,"70235/14042/72043/12814/58250/19411/12006/13601/20682","269941/12814/12406/240725/20682/76566/14042/19411/12167/12006/58250/72043/13601","GO:0002063","GO:0002063","GO:0002063","chondrocyte development","chondrocyte development","chondrocyte development",0.623583943925807,0.987239848073152,0.00557732347997682,-1.75901451022765,-0.624397305457967,FALSE,TRUE,FALSE,"12167/13601/110006/72043/21813/12814/240396/14042/12406/14425",-0.31086063007622,2.23359364363193,-2.54445427370815,0.31086063007622,2.23359364363193,2.54445427370815,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0060070","canonical Wnt signaling pathway","either",0.05,"shared negative",-0.31064937100572,0.31064937100572,-1.29445787430079,-1.60510724530651,0.461254527947178,0.0131518941369697,"20356/104318/73827/629378/21803/27041/76441/12387/77938/14183/69217/14462/22410/67181/22422/432940/19052/14042/13144/22418/17847/72043/13617/14632/83675/57265/13653/84035/14362/228357/67457/78560/16600/217011/73739/56612/328572/12833/21833/21415/57810/20613/12842/13132/21414/16480/13649/12006/68588/23805/16842/70790/13543/18128/103743/20682","106042/12389/20674/14173/68889/77578/17847/19052/21415/14369/13543/68151/11820/233328/13653/69217/67181/21887/13144/76365/217011/328572/23805/66241/104318/78560/23955/84035/629378/27041/22410/14462/83675/16600/59036/77583/73827/432940/27373/72780/73739/16469/20356/14797/56612/17986/67457/20682/16392/66725/11865/18647/12387/57265/14042/18128/13132/20613/22418/21833/12842/12833/16480/70790/12006/14362/68588/16842/72043/21414/103743/13617","GO:0060070","GO:0060070","GO:0060070","canonical Wnt signaling pathway","canonical Wnt signaling pathway","canonical Wnt signaling pathway",-0.88615815769838,0.936012977649603,-0.0287181298061912,-1.88101169553965,-0.336059357520533,FALSE,TRUE,FALSE,"14634/21951/14369/212398/58231/621976/56458/14184/12316/22410/26564/12389/107515/13614/70300/243272/13198/16973/67122/216795/59036/271457/68339/353310/269424/80288/26941/11789/67772/17242/14367/21415/228357/66241/213326/65114/70790/14632/11816/26401/70495",-0.31064937100572,0.40829971660241,-0.71894908760813,0.31064937100572,0.40829971660241,0.71894908760813,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0030199","collagen fibril organization","either",0.05,"shared negative",-0.30690121088635,0.30690121088635,-1.85684442627385,-2.1637456371602,0.0565859700439121,0.000343980524583424,"53867/20289/66180/100952/219151/74777/14042/16949/18214/14230/12825/12831/94216/16950/12814/12833/213945/16948/195209/12842/94352/18015/11568/239337/210719/12843/216725","12306/11977/56693/108153/237360/17300/18015/94216/94352/213945/12814/74777/21808/12406/12831/20289/16948/66180/14230/12825/18214/14042/56429/100952/219151/16950/11568/12842/195209/12833/16949/210719/12843/239337/216725","GO:0030199","GO:0030199","GO:0030199","collagen fibril organization","collagen fibril organization","collagen fibril organization",2.10905192967385,0.000345987434925343,3.46093967300397,-3.46346614552552,-1.24729123467419,TRUE,TRUE,FALSE,"12842/12843/58859/12826/12833/50527/56693/18451/17385/16949/23892/12832/12825/12827/16950/234407/237360/216725/18822/104799/16948/14230/18214/74777/66180/239337/69675/11568/19645/56429/26432/219151/94352/12306/100952/13078/53867/12814",-0.30690121088635,3.9658963559477,-4.27279756683405,0.30690121088635,3.9658963559477,4.27279756683405,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0007405","neuroblast proliferation","either",0.05,"shared negative",0.30678952682204,0.30678952682204,-2.16352823328202,-1.85673870645998,0.00410838500899723,0.0149325573359564,"22341/21803/26934/12387/20678/14183/233064/216858/18472/140570/320265/18032/231871/15904/14182/216739/195018/100182/18015/68519/16842/20312/14168/18128","18472/20674/140570/18015/66993/67299/231871/195018/14182/26934/100182/66725/12387/216858/320265/15228/18128/20678/216739/14168/68519/16842/15904/20312","GO:0007405","GO:0007405","GO:0007405","neuroblast proliferation","neuroblast proliferation","neuroblast proliferation",0.787512518868356,0.92194259229143,0.0352961208414523,-1.82586580903415,-2.38632886413805,FALSE,TRUE,TRUE,"66725/20312/67299/319757/19242/16800/100182/67203/18472/22339/26419/15251/21678",0.30678952682204,2.95104075215038,-2.64425122532834,0.30678952682204,2.95104075215038,2.64425122532834,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0006935","chemotaxis","either",0.05,"shared negative",-0.30287298606136,0.30287298606136,-1.27903908300509,-1.58191206906645,0.46355009380433,0.0103907417783647,"20750/68992/102103/22422/238130/24067/18133/13841/109700/17965/22418/15507/20308/19271/13617/20315/216869/83964/22084/68545/269608/73710/20346/78560/20564/237847/18810/18846/16564/11876/20351/14182/445007/227541/14268/20306/16948/19876/17395/11600/18003/268902/21930/20307/18750/105782/13655/16842/27226/18596/20312/13123/22253/18128/20198/14254/20296","78560/12261/20563/18810/53416/14083/26417/21808/18606/21930/193385/15234/16952/20356/83433/16564/12266/16948/71436/18846/105782/20564/17395/237847/18787/238130/105722/20440/445007/109700/18003/12977/18128/20358/22418/20315/18133/17965/11600/20750/73710/13655/20351/18750/13123/13841/16985/27226/13609/11876/268902/16842/19876/14254/20307/20198/20296/18596/20312/13617/20306/22253","GO:0006935","GO:0006935","GO:0006935","chemotaxis","chemotaxis","chemotaxis",1.33661152635062,0.194105245460005,0.711962728168804,-1.98335344775067,-0.333903326703416,FALSE,TRUE,FALSE,"16859/20563/20564/12266/68119/20750/14178/27226/26903/18846/11603/399558/20356/20346/18186/15234/20361/23892/78560/18438/238130/12778/17250/14158/20312/171095/19241/14870/20210/14268/12977/20085/238871/16948/16952/19242/12554/20254/23789/21983/18578/108737/13655/20315/18003/16971/269878/268373/20198/57342/19035/18595/215999/117149/11820/20909/11876/18081/20306/14869/26417/74006/13123/13640/22084/22339",-0.30287298606136,2.61565060935571,-2.91852359541707,0.30287298606136,2.61565060935571,2.91852359541707,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0042330","taxis","either",0.05,"shared negative",-0.29640102317015,0.29640102317015,-1.2760040882923,-1.57240511146245,0.441472465669394,0.00858941130114058,"20750/68992/102103/22422/238130/24067/18133/13841/109700/17965/22418/15507/20308/19271/13617/20315/216869/83964/22084/68545/269608/73710/20346/78560/20564/237847/18810/18846/16564/11876/20351/14182/445007/227541/14268/20306/16948/19876/17395/11600/18003/268902/21930/20307/18750/105782/13655/16842/27226/18596/20312/13123/22253/18128/20198/14254/20296","78560/12261/20563/18810/53416/14083/26417/21808/18606/21930/193385/15234/16952/20356/83433/16564/12266/16948/71436/18846/105782/20564/17395/237847/18787/238130/105722/20440/445007/109700/18003/12977/18128/20358/22418/20315/18133/17965/11600/20750/73710/13655/20351/18750/13123/13841/16985/27226/13609/11876/268902/16842/19876/14254/20307/20198/20296/18596/20312/13617/20306/22253","GO:0042330","GO:0042330","GO:0042330","taxis","taxis","taxis",1.33833301926324,0.2159306449432,0.665685718085956,-2.06603660071211,-0.355096377886511,FALSE,TRUE,FALSE,"16859/20563/20564/12266/68119/20750/14178/27226/26903/18846/11603/399558/20356/20346/18186/15234/20361/23892/78560/18438/238130/12778/17250/14158/20312/171095/19241/14870/20210/14268/12977/20085/238871/16948/16952/19242/12554/20254/23789/21983/18578/108737/13655/20315/18003/16971/269878/268373/20198/57342/19035/18595/215999/117149/11820/20909/11876/18081/20306/14869/26417/74006/13123/13640/22084/22339",-0.29640102317015,2.61433710755554,-2.91073813072569,0.29640102317015,2.61433710755554,2.91073813072569,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0010466","negative regulation of peptidase activity","either",0.05,"shared negative",-0.29603712136102,0.29603712136102,-1.74209768333075,-2.03813480469177,0.178759013870999,0.00420371157620399,"21857/21858/20725/59083/20720/13601","18787/21858/20720/20725/21857/59083/13601","GO:0010466","GO:0010466","GO:0010466","negative regulation of peptidase activity","negative regulation of peptidase activity","negative regulation of peptidase activity",1.50657598306445,0.337359204379353,0.471907436222693,-2.37636708930415,-0.747732049802487,FALSE,TRUE,FALSE,"20720/21857/12380/59083/13601/14433/21858",-0.29603712136102,3.2486736663952,-3.54471078775622,0.29603712136102,3.2486736663952,3.54471078775622,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0030201","heparan sulfate proteoglycan metabolic process","either",0.05,"shared negative",-0.29317282142355,0.29317282142355,-1.67147363849324,-1.96464645991679,0.284360410202144,0.00858941130114058,"93840/14733/93683/27419/15442/12387/15531/233781/14042/72043/83398/217119/27029/50786","110006/93840/14733/54616/15442/212898/15531/93683/235534/15476/217119/27029/233781/240725/23908/12387/14042/50786/83398/72043","GO:0030201","GO:0030201","GO:0030201","heparan sulfate proteoglycan metabolic process","heparan sulfate proteoglycan metabolic process","heparan sulfate proteoglycan metabolic process",1.66289941811644,0.163196450374922,0.787289291656602,-2.06603660071211,-0.546130867954846,FALSE,TRUE,FALSE,"83398/54616/52120/195646/14043/27029/14733/27419/15442/110006/15931/117592/72043/15476/14042/233781/70484/50786/22235/15932/15531/212898/240725",-0.29317282142355,3.33437305660968,-3.62754587803323,0.29317282142355,3.33437305660968,3.62754587803323,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0003179","heart valve morphogenesis","either",0.05,"shared negative",-0.28968014676081,0.28968014676081,-1.49438692915762,-1.78406707591843,0.384256395155957,0.035697700118725,"20563/20897/27419/21803/68303/20289/14462/17260/100952/18129/18018/233651/20564/17130/19876/268902/14463/12006/18128/20682","116701/233651/20563/14462/18129/21808/22160/20289/20682/68303/20564/17130/17260/100952/18128/12006/268902/19876","GO:0003179","GO:0003179","GO:0003179","heart valve morphogenesis","heart valve morphogenesis","heart valve morphogenesis",-0.902741797689632,0.845941825005864,-0.0726595021473257,-1.4473597631013,-0.41537889583126,FALSE,TRUE,FALSE,"21808/13636/22761/12159/16007",-0.28968014676081,0.591645131467988,-0.881325278228798,0.28968014676081,0.591645131467988,0.881325278228798,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0032331","negative regulation of chondrocyte differentiation","either",0.05,"shared negative",-0.28858553066014,0.28858553066014,-1.60552377623243,-1.89410930689257,0.369900561690138,0.0299411028636601,"22402/19411/239337/210719/20682/216616","16998/20682/76566/12387/19411/210719/22402/239337","GO:0032331","GO:0032331","GO:0032331","negative regulation of chondrocyte differentiation","negative regulation of chondrocyte differentiation","negative regulation of chondrocyte differentiation",0.648006776745871,0.9666769923621,0.0147186178187083,-1.52373220670571,-0.431915009212472,FALSE,TRUE,FALSE,"23892/16998/239337",-0.28858553066014,2.2535305529783,-2.54211608363844,0.28858553066014,2.2535305529783,2.54211608363844,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:1905314","semi-lunar valve development","either",0.05,"shared negative",-0.28338037611294,0.28338037611294,-1.62655032325015,-1.90993069936309,0.234117753215077,0.0295381252637494,"14462/100952/18129/18018/20564/17130/21938/19876/268902/14463/12006/18128/20682","20563/14462/18129/21808/22160/20682/20564/17130/100952/18128/12006/268902/19876","GO:1905314","GO:1905314","GO:1905314","semi-lunar valve development","semi-lunar valve development","semi-lunar valve development",1.11544469953221,0.627700010485478,0.202247864094573,-1.52961707210618,-0.630565652381948,FALSE,TRUE,FALSE,"20563/20564/20897/19664/21937/19645/23794/100952/21813/22160/14462/12156",-0.28338037611294,2.74199502278236,-3.0253753988953,0.28338037611294,2.74199502278236,3.0253753988953,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0001649","osteoblast differentiation","either",0.05,"shared negative",-0.2809760405532,0.2809760405532,-1.61245049887468,-1.89342653942788,0.0919894471272337,0.000116883418000527,"56233/26399/230587/12387/14633/12608/15184/17260/22410/102657/20750/22422/18018/60530/320799/26427/231633/14632/14119/18214/20481/12606/14362/70152/17966/209011/17130/15904/14182/268396/68713/16948/22402/20613/12842/11622/18015/15901/215653/12006/21930/68588/20666/16842/15903/18128/80752/20682/16009","20674/14173/12609/320799/16905/114249/242253/18015/17129/14119/218952/268935/14182/15184/14083/22410/16195/21930/22160/60530/19055/55994/19094/102657/20682/18619/16948/225998/12387/17130/12606/16009/15901/268396/18214/231633/17260/18128/12167/20613/20750/12842/26427/11622/68713/18605/12006/14362/68588/16842/22402/80752/20666/15904/15903","GO:0001649","GO:0001649","GO:0001649","osteoblast differentiation","osteoblast differentiation","osteoblast differentiation",1.05238131745271,0.665868513095819,0.176611521091909,-3.93224709689354,-1.03626199132054,FALSE,TRUE,FALSE,"14119/12842/15951/20750/14362/15901/15903/14609/23892/71974/16009/12167/12609/21814/22601/11651/319757/15902/16948/18214/80752/268396/68713/19263/231633/208727/20481/13207/114249/268935/22339/65960/70315/11911/80707/223332/12608/14633/12400/68667/64075/14083/22160/11839/14173/71584/12156/13386/29806/21930",-0.2809760405532,2.66483181632739,-2.94580785688059,0.2809760405532,2.66483181632739,2.94580785688059,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0016358","dendrite development","either",0.05,"shared negative",-0.27653579459789,0.27653579459789,-1.34993635380648,-1.62647214840437,0.335232901900251,0.00739102678573169,"213084/74498/232227/57138/14824/93686/11840/17118/56376/330222/94245/12387/17755/17260/17475/12704/18483/56320/18472/224617/13838/18209/329152/22418/13196/70237/12569/13631/330914/218194/15529/22084/20393/382056/50932/228357/20346/217124/239217/227541/13845/13175/77097/19876/13385/17756/13169/15901/11838/75409/210293/17181/108100/17754","11845/216856/13175/330222/76574/14366/224617/12928/107995/77097/29819/52463/76108/73181/12323/12568/66713/17755/94245/54633/58234/63872/11977/98733/18472/17754/18174/106042/14815/13631/74498/18186/59035/17295/14102/14745/68151/11820/213084/11840/12569/70237/218194/330914/12361/59036/18209/13196/53972/19055/17999/17986/93686/217124/56376/13845/66725/239217/12387/329152/15529/17118/13169/15901/18483/17260/13385/22418/210293/17756/665113/56320/11838/109294/108100/20393/19876/75409/17181","GO:0016358","GO:0016358","GO:0016358","dendrite development","dendrite development","dendrite development",0.957360987608102,0.805518563552262,0.0939244466098601,-2.13129522379718,-0.47465336351286,FALSE,TRUE,FALSE,"66725/12361/15901/52163/17181/20346/66923/18186/19158/217692/71974/13169/12286/17999/228662/22359/71228/12568/15452/13631/73181/15529/98733/13690/56876/19242/76454/21983/67453/20430/223254/64451/13196/59035/18472/72162/11820/93686/50772/11845/625249/17755/19164/74006/22084/56376/66515/233489/245886/26419/29819/70237/11350/74117",-0.27653579459789,2.30729734141458,-2.58383313601247,0.27653579459789,2.30729734141458,2.58383313601247,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0032963","collagen metabolic process","either",0.05,"shared negative",-0.2757274449521,0.2757274449521,-1.68830402137534,-1.96403146632744,0.0726887768576353,0.000467893163618693,"18753/16398/170829/27419/18624/18591/11490/30951/21803/20289/118453/21809/66180/14633/67557/100952/26427/66214/216869/18214/114886/58223/12831/52377/67998/328572/223701/12833/11541/14268/18439/12842/17395/209039/17534/15901/18596/210719/12843/18128/216725/20296","67557/17534/11490/18624/11479/16194/328572/67998/26561/11541/12406/12831/20289/66180/17395/18787/66214/114886/223701/21809/15901/18214/209039/100952/18439/18128/14789/12842/26427/12833/210719/58223/52377/12843/20296/18596/216725","GO:0032963","GO:0032963","GO:0032963","collagen metabolic process","collagen metabolic process","collagen metabolic process",1.62996157947611,0.0614417569157312,1.21153637422821,-3.32985330023284,-1.13853263900428,FALSE,TRUE,FALSE,"12842/12843/74155/14789/12833/15901/17385/58223/17534/17387/17384/21814/210530/216725/268977/52377/13038/18822/22352/14268/104799/17392/18214/27279/54683/66180/13039/27419",-0.2757274449521,3.31826560085145,-3.59399304580355,0.2757274449521,3.31826560085145,3.59399304580355,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0046621","negative regulation of organ growth","either",0.05,"shared positive",-0.27524256230895,0.27524256230895,2.13122815526497,1.85598559295602,0.0451519277102368,0.0365920548588155,"13052/232334/211652/52357/14609/19211/108655/16526/19735/17684/14297/28185/15567/17283","13052/15567/17684/211652/52357/19211/19735/58231/232334","GO:0046621","GO:0046621","GO:0046621","negative regulation of organ growth","negative regulation of organ growth","negative regulation of organ growth",0.762388484177101,0.918317698362534,0.0370070456218908,1.43661320164247,1.34532370324534,FALSE,TRUE,TRUE,"14381/14609/19735/28185/232334/16526/108655/21813/14083",-0.27524256230895,-1.36883967108787,1.09359710877892,0.27524256230895,1.36883967108787,1.09359710877892,"all positive"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0003197","endocardial cushion development","either",0.05,"shared negative",-0.27477771808919,0.27477771808919,-1.51053108276257,-1.78530880085176,0.475754603901057,0.0472361966859233,"18018/233651/21386/15227/20613/19876/67888/268902/14463/18128/20682","21808/22160/17999/20682/16392/15227/18128/20613/21386/67888/268902/19876","GO:0003197","GO:0003197","GO:0003197","endocardial cushion development","endocardial cushion development","endocardial cushion development",-0.73556817828831,0.954373184803796,-0.0202817716169964,-1.32572507771415,-0.322617000331221,FALSE,TRUE,FALSE,"17128/11477/17246/268902/76166/17248/20613/21386/16449/14463/12168/17684/13867/20682/21385/18018/21808/12159",-0.27477771808919,0.77496290447426,-1.04974062256345,0.27477771808919,0.77496290447426,1.04974062256345,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0014014","negative regulation of gliogenesis","either",0.05,"shared negative",-0.27477275668226,0.27477275668226,-1.82321397527501,-2.09798673195727,0.114127397016952,0.00299570292638361,"235106/18109/230674/76441/50849/12387/15205/217166/12257/20481/15904/235402/107503/18015/20666/18128/103743","15205/50849/18015/14102/320840/83433/217166/12257/12387/107503/235106/18128/235402/20666/15904/103743","GO:0014014","GO:0014014","GO:0014014","negative regulation of gliogenesis","negative regulation of gliogenesis","negative regulation of gliogenesis",-0.925518515880445,0.803690537847042,-0.0949111447553774,-2.52350125633613,-0.942610087877771,FALSE,TRUE,FALSE,"14184/13392/13389/14102/20666/12159/63953/217166",-0.27477275668226,0.897695459394565,-1.17246821607683,0.27477275668226,0.897695459394565,1.17246821607683,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:1901888","regulation of cell junction assembly","either",0.05,"shared negative",-0.26938756979969,0.26938756979969,-1.3258928762079,-1.59528044600759,0.367676439839335,0.0149325573359564,"218952/18208/17913/239250/65945/105689/18190/20563/13643/17127/235106/23790/319387/243548/244895/216856/20474/11465/232227/223870/238205/57138/18708/15569/56376/230775/12387/14674/67811/17755/108911/17260/245666/11421/238130/18483/13144/216560/13841/74762/80749/22418/70237/330662/19271/13631/16981/50768/330914/73728/15529/74318/14362/228357/17886/217124/210094/545428/99633/20351/14182/13845/13175/20613/19876/13385/53413/107581/107065/18750/75409/210293/77569/217333/64085","106042/12389/27205/13631/72621/108911/230775/18186/21826/223870/11820/218952/54216/545428/14182/13144/70237/320840/330914/20563/11465/14083/74318/16180/21838/17886/238205/18606/217333/11856/80749/105522/67811/14758/74762/217124/53413/56376/107065/13845/259302/18708/12387/15529/238130/330662/18483/239250/235106/17260/13385/20613/22418/210094/210293/20351/18750/16981/13841/11421/107581/14362/99633/19876/319387/77569/75409/64085","GO:1901888","GO:1901888","GO:1901888","regulation of cell junction assembly","regulation of cell junction assembly","regulation of cell junction assembly",1.07012183836553,0.629972294623642,0.200678549842688,-1.82586580903415,-0.434534198185502,FALSE,TRUE,FALSE,"20563/235106/14362/11603/399558/11815/21838/64085/14609/67811/18186/53413/107581/217692/108911/17387/23892/22359/71228/238130/13631/99633/244895/15529/24088/22192/14739/108155/68585/53885/16971/223254/21826/72621/378937/11421/11820/11845/208643/109905/11426/17755/105522/13640/330662/22339/56376/20779/17913/29819/70237/11350/74117/234664/75717/20104/320840/105827/225875/14083/259302/11465/19249",-0.26938756979969,2.39601471457343,-2.66540228437312,0.26938756979969,2.39601471457343,2.66540228437312,"mixed or incomplete"
