"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","Reactome","Resolution of D-Loop Structures","Resolution of D-Loop Structures","either",0.05,"opposite direction",2.93859063107261,2.93859063107261,-0.945697367755687,1.99289326331692,0.885259640413209,0.00104288874553954,"11920/327762/19362/26909/74335/71711/233826/52864/21975/12189/12144","348654/9156/5889/197342/63979/7517/79728/7516/7486/1763/672/23514/10635/84464/4683/4361/83990/146956/641/7156/5892/5932/116028/580/675/80198/51750","R-HSA-5693537","R-MMU-5693537","Resolution of D-Loop Structures","Resolution of D-Loop Structures",2.98176201925841,-0.052929335108724,TRUE,FALSE,2.93859063107261,2.93859063107261,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","either",0.05,"opposite direction",2.92365990098603,2.92365990098603,-1.11416269560167,1.80949720538436,0.629621552010635,0.000464814492646829,"68275/80905/19367/74335/71711/233826/93765/20184/52864/240087/67967/21975/12566/22190/22196/235559/269582/19891/12428/12189/59004/12144/27015","5425/9656/165918/348654/9156/5889/197342/83695/63979/85236/7517/6118/79728/7158/7468/6233/7516/2067/3017/7486/1763/672/23514/54107/10635/84464/63967/6119/3364/5984/4683/5982/4361/83990/5429/8914/146956/641/5426/79184/7156/5892/5932/84142/51588/84126/11073/116028/1017/580/675/5893/56655/5810/5111/8349/80198/51750","R-HSA-5693567","R-MMU-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",3.33272033935606,-0.200920414449666,TRUE,FALSE,2.92365990098603,2.92365990098603,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","MAPK family signaling cascades","MAPK family signaling cascades","either",0.05,"opposite direction",-2.91778902370078,2.91778902370078,0.866204656795027,-2.05158436690575,1,1.17833333333333e-08,"14178/26396/23859/13874/15234/16453/12048/26444/19731/19414/67603/18777/14268/14272/75590/218397/11836/13866/56327/59029/231474/240672/26395/114715/15461/18595/11461/14585/20416/11876/50772/216148/19181/108058/109905/260409/26417/16706/14586/18706/20779/18612/104252/13537/11600/12540/19167/18709/54401/14083/225849/208884/19173/11465/14360/67089/11839/16416/110606/18596/14173/19252/19671/54519","2249/998/3667/5604/8649/5687/2906/5778/5704/1847/4609/801/1852/115727/5291/5786/673/3561/3716/2902/9986/3084/4254/5690/5568/10213/818/5528/5719/5685/5684/3265/5518/1741/5718/8452/2255/27327/1843/8831/2534/5058/148170/1439/5147/5159/2668/408/11047/2260/5906/7979/817/1740/5900/5694/5921/5717/28956/2675/3718/5689/8036/5526/5519/5701/8315/5037/9978/5747/2308/6714/51104/26523/5295/10048/5686/5709/5501/3717/5290/4763/58489/284/5691/27161/5593/5707/23112/5515/2263/23179/11221/5525/5595/5156/57731/8997/3082/2252","R-HSA-5683057","R-MMU-5683057","MAPK family signaling cascades","MAPK family signaling cascades",-7.92873183658675,0,TRUE,FALSE,-2.91778902370078,2.91778902370078,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","EPH-Ephrin signaling","EPH-Ephrin signaling","either",0.05,"opposite direction",-2.91440893316514,2.91440893316514,1.02227400359506,-1.89213492957008,0.805184024849045,0.000761737332473443,"11867/68089/13848/67771/15529/19165/218397/110596/59287/15461/11461/13639/13846/19164/13640/20779/74117/12540/226548/22325/14083/11465/14360","160/10398/103910/2902/2046/102/51107/2041/1211/3265/1072/10096/2051/2534/4627/5058/10109/4313/10092/4318/161/5921/5747/6714/1942/3985/1759/1213/55851/10095/10451/2049/8997/4629","R-HSA-2682334","R-MMU-2682334","EPH-Ephrin signaling","EPH-Ephrin signaling",-3.11819475926824,0.0941048502621863,TRUE,FALSE,-2.91440893316514,2.91440893316514,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Homologous DNA Pairing and Strand Exchange","Homologous DNA Pairing and Strand Exchange","either",0.05,"opposite direction",2.89641238003965,2.89641238003965,-0.987623401687634,1.90878897835202,0.835442314600137,0.00160474982364585,"11920/327762/19362/26909/74335/233826/21975/12189/12144","9156/5889/83695/7517/6118/79728/7516/7486/1763/672/10635/6119/3364/5984/4683/5982/4361/83990/641/7156/5892/5932/84126/11073/116028/580/675/5810","R-HSA-5693579","R-MMU-5693579","Homologous DNA Pairing and Strand Exchange","Homologous DNA Pairing and Strand Exchange",2.79459266337052,-0.0780835317858316,TRUE,FALSE,2.89641238003965,2.89641238003965,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Nuclear events mediated by NFE2L2","Nuclear events mediated by NFE2L2","either",0.05,"opposite direction",-2.8957247420014,2.8957247420014,0.828166474166722,-2.06755826783468,0.996844603983326,7.12520350419668e-05,"26444/59029/76650/19181/18024/18477/19167/19173/67089/26965/17463/56637/22123/26441/19170/70247/78294","5690/10213/5719/5685/5684/5718/3162/596/140809/11047/6888/8454/8878/10061/7979/4780/2730/5694/5717/5689/5701/4790/9978/5052/5686/5709/2033/3417/4199/5691/5707","R-HSA-9759194","R-MMU-9759194","Nuclear events mediated by NFE2L2","Nuclear events mediated by NFE2L2",-4.14720272718085,0.00137253766881647,TRUE,FALSE,-2.8957247420014,2.8957247420014,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of CDH1 Expression and Function","Regulation of CDH1 Expression and Function","either",0.05,"opposite direction",-2.89335502814655,2.89335502814655,0.912630028099354,-1.9807250000472,0.938049969069171,2.62070605916998e-06,"11475/18553/26444/13016/15270/14694/217734/13858/59029/105837/68024/13039/11461/66357/14376/19181/20779/20586/19167/19173/11465/14360/67089/22160/12995/232440/17463/57377/76687/22123/665433/12385/26441/19170/70247/13200/78294","5687/8348/5704/4609/8344/1495/8368/3065/1487/8363/687/288/5690/10213/1460/5719/5685/5684/8341/7088/653604/5718/27327/2534/72/1500/6935/11047/3703/7979/8331/6938/5694/8338/5717/9314/5689/5701/5931/6714/26523/5686/5709/5691/746/27161/283106/23512/5707/23112/1499/6615/117581/7291/5595/58/59","R-HSA-9764265","R-MMU-9764265","Regulation of CDH1 Expression and Function","Regulation of CDH1 Expression and Function",-5.58158168719505,0.0277740265324574,TRUE,FALSE,-2.89335502814655,2.89335502814655,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of Expression and Function of Type I Classical Cadherins","Regulation of Expression and Function of Type I Classical Cadherins","either",0.05,"opposite direction",-2.89335502814655,2.89335502814655,0.912630028099354,-1.9807250000472,0.938049969069171,2.62070605916998e-06,"11475/18553/26444/13016/15270/14694/217734/13858/59029/105837/68024/13039/11461/66357/14376/19181/20779/20586/19167/19173/11465/14360/67089/22160/12995/232440/17463/57377/76687/22123/665433/12385/26441/19170/70247/13200/78294","5687/8348/5704/4609/8344/1495/8368/3065/1487/8363/687/288/5690/10213/1460/5719/5685/5684/8341/7088/653604/5718/27327/2534/72/1500/6935/11047/3703/7979/8331/6938/5694/8338/5717/9314/5689/5701/5931/6714/26523/5686/5709/5691/746/27161/283106/23512/5707/23112/1499/6615/117581/7291/5595/58/59","R-HSA-9764274","R-MMU-9764274","Regulation of Expression and Function of Type I Classical Cadherins","Regulation of Expression and Function of Type I Classical Cadherins",-5.58158168719505,0.0277740265324574,TRUE,FALSE,-2.89335502814655,2.89335502814655,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","AUF1 (hnRNP D0) binds and destabilizes mRNA","AUF1 (hnRNP D0) binds and destabilizes mRNA","either",0.05,"opposite direction",-2.88725860466047,2.88725860466047,0.884696820277747,-2.00256178438272,0.938049969069171,0.00117511306522725,"26444/18458/59029/208643/19181/19167/19173/67089/17463/15481/22123/26441/19170/70247/78294","5690/10213/5719/5685/5684/5718/11047/7979/5694/5717/26986/5689/5701/5686/5709/5691/5707","R-HSA-450408","R-MMU-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","AUF1 (hnRNP D0) binds and destabilizes mRNA",-2.92992034510124,0.0277740265324574,TRUE,FALSE,-2.88725860466047,2.88725860466047,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Extension of Telomeres","Extension of Telomeres","either",0.05,"opposite direction",2.88497879988243,2.88497879988243,-1.28900011930524,1.59597868057719,0.44236787981758,0.0240077782565824,"67967/67857/208084/12566/18968/21749/18969/19891/12428/12144/57321","5425/63922/54386/6118/2237/1736/7486/1763/7013/25913/6119/26277/5984/80119/5982/55505","R-HSA-180786","R-MMU-180786","Extension of Telomeres","Extension of Telomeres",1.61964802884559,-0.354216414534301,TRUE,FALSE,2.88497879988243,2.88497879988243,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Activation of NMDA receptors and postsynaptic events","Activation of NMDA receptors and postsynaptic events","either",0.05,"opposite direction",-2.88256354621723,2.88256354621723,1.30145433656374,-1.58110920965349,0.485677392152212,0.0222073609161587,"23859/20112/52163/14799/207565/19088/19084/108058","26960/5573/8573/7280/2906/6197/801/55327/2903/2902/3084/5568/818/3265/1741/2891/5571/53632/817/80086/1740/5562/10382/6714/347688/8536/5595/5577/7277","R-HSA-442755","R-MMU-442755","Activation of NMDA receptors and postsynaptic events","Activation of NMDA receptors and postsynaptic events",-1.65350304918,0.313652112075778,TRUE,FALSE,-2.88256354621723,2.88256354621723,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","GLI3 is processed to GLI3R by the proteasome","GLI3 is processed to GLI3R by the proteasome","either",0.05,"opposite direction",-2.87770178108033,2.87770178108033,0.594130013472653,-2.28357176760768,1,5.14435439042575e-05,"26444/59029/19181/19167/93687/19173/67089/26965/17463/56637/22123/26441/19170/70247/78294","5690/5568/10213/5719/5685/5684/5718/51684/11047/8454/7979/5694/5717/5689/5701/9978/5686/5709/5691/5707","R-HSA-5610785","R-MMU-5610785","GLI3 is processed to GLI3R by the proteasome","GLI3 is processed to GLI3R by the proteasome",-4.28866912085661,0,TRUE,FALSE,-2.87770178108033,2.87770178108033,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Ub-specific processing proteases","Ub-specific processing proteases","either",0.05,"opposite direction",-2.87602731754213,2.87602731754213,0.913214499394487,-1.96281281814764,0.938049969069171,1.31273174296476e-05,"24110/230073/71586/24075/22059/22335/26444/107260/22258/20439/217057/22225/59029/50868/28185/14232/13531/11835/22333/14534/19181","5687/8348/5704/4609/8344/63891/85235/4792/9986/9868/5690/10213/23358/5719/5685/8332/57695/5684/8341/57599/5718/8295/29761/4089/9958/408/11047/8078/9736/84749/6881/7979/4086/8331/55611/10868/27005/5694/8338/5717/4303/5689/55031/5701/8678/2648/1080/10869/5686/8329/5709/8239/3416/5691/5707/80351/5728/92815","R-HSA-5689880","R-MMU-5689880","Ub-specific processing proteases","Ub-specific processing proteases",-4.88182401302171,0.0277740265324574,TRUE,FALSE,-2.87602731754213,2.87602731754213,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Resolution of Sister Chromatid Cohesion","Resolution of Sister Chromatid Cohesion","either",0.05,"opposite direction",2.87338288694395,2.87338288694395,-1.35292703431509,1.52045585262886,0.246555393224728,0.019975802072284,"13006/13424/269966/67139/103573/236930/52504/18221/56430/66977/26951/68549/107995/83431/76499/12237/218914/228421/66934/52696/75786/12235/268697/229841/68097/12534/21770/100710/26932/67849/66140/70385/52276/16319/108000/12236/19387","54908/11130/701/1063/8379/80152/348235/332/55746/147841/57082/55143/79172/699/113130/6232/25936/25909/79980/151246/55055/83540/348995/79682/5527/220134/2491/57405/1060/64946/55839","R-HSA-2500257","R-MMU-2500257","Resolution of Sister Chromatid Cohesion","Resolution of Sister Chromatid Cohesion",1.6994957737875,-0.608085493144519,TRUE,FALSE,2.87338288694395,2.87338288694395,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A","Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A","either",0.05,"opposite direction",-2.87328234829901,2.87328234829901,0.803000837471632,-2.07028151082738,0.996985357450474,0.000451619107921929,"26444/59029/19181/50883/19167/93687/19173/67089/26965/17463/56637/22123/26441/19170/70247/78294","5687/5704/1263/5690/10213/5719/5685/5684/5718/11047/8454/7979/5694/5717/5689/5701/9978/5686/5709/5691/5707","R-HSA-69601","R-MMU-69601","Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A","Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A",-3.34522769143817,0.00131122004858297,TRUE,FALSE,-2.87328234829901,2.87328234829901,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","p53-Independent G1/S DNA Damage Checkpoint","p53-Independent G1/S DNA Damage Checkpoint","either",0.05,"opposite direction",-2.87328234829901,2.87328234829901,0.803000837471632,-2.07028151082738,0.996985357450474,0.000451619107921929,"26444/59029/19181/50883/19167/93687/19173/67089/26965/17463/56637/22123/26441/19170/70247/78294","5687/5704/1263/5690/10213/5719/5685/5684/5718/11047/8454/7979/5694/5717/5689/5701/9978/5686/5709/5691/5707","R-HSA-69613","R-MMU-69613","p53-Independent G1/S DNA Damage Checkpoint","p53-Independent G1/S DNA Damage Checkpoint",-3.34522769143817,0.00131122004858297,TRUE,FALSE,-2.87328234829901,2.87328234829901,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of pyruvate metabolism","Regulation of pyruvate metabolism","either",0.05,"opposite direction",-2.87093922781564,2.87093922781564,1.24686606001312,-1.62407316780252,0.520237414187643,0.0409123430582982,"228026/319518/14874/76425/16828/17436/235339/18597/18004/74125/236900","5163/23409/5161/1737/4750/10296/1738/4289/79018/5166/80232/10048/4199/5160/5165","R-HSA-9861718","R-MMU-9861718","Regulation of pyruvate metabolism","Regulation of pyruvate metabolism",-1.38814564765512,0.283798417632383,TRUE,FALSE,-2.87093922781564,2.87093922781564,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","CDK-mediated phosphorylation and removal of Cdc6","CDK-mediated phosphorylation and removal of Cdc6","either",0.05,"opposite direction",-2.86999161369458,2.86999161369458,0.805345461516812,-2.06464615217777,1,0.000377870426404534,"26444/59008/52206/59029/69957/216080/19181/217232/19167/19173/67089/52717/17222/17463/22123/26441/19170/70247/78294/56371","5690/10213/5719/5685/5684/10393/5718/8881/51433/11047/64682/7321/29882/7979/5694/5717/5689/5701/5686/5709/5691/29945/5707","R-HSA-69017","R-MMU-69017","CDK-mediated phosphorylation and removal of Cdc6","CDK-mediated phosphorylation and removal of Cdc6",-3.42265709631242,0,TRUE,FALSE,-2.86999161369458,2.86999161369458,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","EML4 and NUDC in mitotic spindle formation","EML4 and NUDC in mitotic spindle formation","either",0.05,"opposite direction",2.8688102218206,2.8688102218206,-1.24580963922979,1.62300058259081,0.386762360446571,0.00681636008648695,"13424/269966/67139/103573/236930/52504/18221/56430/66977/26951/68549/107995/83431/76499/12237/228421/66934/52696/75786/12235/229841/68097/21770/26932/66140/70385/52276/16319/108000/12236/19387","54908/11130/701/1063/8379/80152/348235/332/55746/147841/57082/10783/55143/79172/699/6232/25936/25909/79980/151246/55055/83540/348995/79682/5527/220134/2491/57405/1060/64946/55839/1058/57122/3619/991/9735/55166/5905/23421/81930/151648/91687/1062/23279/4085/54820/9212","R-HSA-9648025","R-MMU-9648025","EML4 and NUDC in mitotic spindle formation","EML4 and NUDC in mitotic spindle formation",2.16644747524787,-0.412555797892434,TRUE,FALSE,2.8688102218206,2.8688102218206,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Hedgehog 'off' state","Hedgehog 'off' state","either",0.05,"opposite direction",-2.86266711444544,2.86266711444544,1.06632746050353,-1.79633965394191,0.723492962056304,0.00180858082068206,"22142/67951/26444/22143/67661/245866/227613/319757/59029/22146/22152/19088/19084/81896/104111/19181/21821/237222/16568/14633/19167/93687/19173/67089","5573/5692/26160/7280/5687/5704/2778/111/23322/51098/5690/5568/10213/5719/5685/5684/5718/6608/51684/11047/11127/8454/7979/196883/5694/5717/5689/5701/9978/10382/112/5686/5709/5691/5707/5577/7277","R-HSA-5610787","R-MMU-5610787","Hedgehog 'off' state","Hedgehog 'off' state",-2.7426620789997,0.140565689223558,TRUE,FALSE,-2.86266711444544,2.86266711444544,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Stabilization of p53","Stabilization of p53","either",0.05,"opposite direction",-2.8611798888803,2.8611798888803,0.803211367823882,-2.05796852105642,0.996985357450474,0.000520876811349365,"22059/26444/59029/26374/19181/50883/19167/19173/67089/17463/22123/26441/19170/70247/78294","5687/5704/51230/5690/10213/5719/5685/5684/5718/11047/7979/5694/5717/5689/5701/5686/5709/5691/5707/64326","R-HSA-69541","R-MMU-69541","Stabilization of p53","Stabilization of p53",-3.28326497627277,0.00131122004858297,TRUE,FALSE,-2.8611798888803,2.8611798888803,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of RUNX3 expression and activity","Regulation of RUNX3 expression and activity","either",0.05,"opposite direction",-2.84734861604818,2.84734861604818,0.91987907014004,-1.92746954590814,0.928718464263488,0.000879323996355038,"26444/75788/59029/19181/20779/19167/12400/19173/67089/17463/21803/22123/26441/19170/70247/78294","5690/865/10213/5719/5685/5684/5718/11047/7979/5694/5717/5689/5701/6714/5686/5709/2033/5691/5707","R-HSA-8941858","R-MMU-8941858","Regulation of RUNX3 expression and activity","Regulation of RUNX3 expression and activity",-3.05585107497976,0.0321159199650165,TRUE,FALSE,-2.84734861604818,2.84734861604818,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","GSK3B-mediated proteasomal degradation of PD-L1(CD274)","GSK3B-mediated proteasomal degradation of PD-L1(CD274)","either",0.05,"opposite direction",-2.81592590178289,2.81592590178289,0.633869196436299,-2.18205670534659,1,0.00011638290279252,"26444/59029/19181/60533/19167/19173/67089/26965/17463/56637/22123/26441/19170/70247/78294","5690/10213/5719/5685/5684/5718/11047/8454/7979/5694/5717/10987/5689/5701/9978/5686/5709/5691/5707","R-HSA-9929356","R-MMU-9929356","GSK3B-mediated proteasomal degradation of PD-L1(CD274)","GSK3B-mediated proteasomal degradation of PD-L1(CD274)",-3.93411081494591,0,TRUE,FALSE,-2.81592590178289,2.81592590178289,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Myogenesis","Myogenesis","either",0.05,"opposite direction",-2.80016056964245,2.80016056964245,1.06457983010687,-1.73558073953558,0.76544531683718,0.0409123430582982,"21423/57810/21413/12175/11350/12540/21406/12385/12558/117606","4756/5608/998/4205/1495/4917/1496/91653/4209/9043/6938/1499/6925/50937","R-HSA-525793","R-MMU-525793","Myogenesis","Myogenesis",-1.38814564765512,0.116085829713129,TRUE,FALSE,-2.80016056964245,2.80016056964245,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","KEAP1-NFE2L2 pathway","KEAP1-NFE2L2 pathway","either",0.05,"opposite direction",-2.79534587324515,2.79534587324515,0.834118579449004,-1.96122729379615,0.992097137429153,6.76603678016751e-05,"26444/230784/217365/11651/59029/50868/76650/19181/18024/18477/19167/19173/67089/26965/17463/18412/56637/22123/26441/19170/70247/78294","5690/10213/1460/5584/5719/5685/5684/64839/5580/5718/8452/139285/3162/596/10072/140809/11047/6888/8454/8878/10061/7979/4780/2730/5694/5717/5689/5701/4790/9978/5052/5686/5709/2033/3417/4199/7415/5691/5707","R-HSA-9755511","R-MMU-9755511","KEAP1-NFE2L2 pathway","KEAP1-NFE2L2 pathway",-4.16966564571736,0.00344580346664124,TRUE,FALSE,-2.79534587324515,2.79534587324515,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","either",0.05,"opposite direction",-2.79253284110104,2.79253284110104,1.15142132776585,-1.64111151333519,0.647806522952955,0.028389965938196,"22142/67951/22143/235661/227613/22146/22152/69654/234663/11835","10121/80086/830/10382/347688/10294/832/3305/7277","R-HSA-3371497","R-MMU-3371497","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand",-1.54683512853305,0.188554683265929,TRUE,FALSE,-2.79253284110104,2.79253284110104,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Signaling by FGFR1","Signaling by FGFR1","either",0.05,"opposite direction",-2.78552653757385,2.78552653757385,1.15369990604563,-1.63182663152822,0.63708122439142,0.0381718861595643,"399558/21814/17346/114715/15461/20416/26417/18706/20779/24064/67903/14173/396184/18803","3265/5518/2255/2260/6714/5295/5290/5515/23767/5595/7049","R-HSA-5654736","R-MMU-5654736","Signaling by FGFR1","Signaling by FGFR1",-1.41825638004429,0.195805193950067,TRUE,FALSE,-2.78552653757385,2.78552653757385,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of PD-L1(CD274) Post-translational modification","Regulation of PD-L1(CD274) Post-translational modification","either",0.05,"opposite direction",-2.780967177906,2.780967177906,0.763868297022277,-2.01709888088372,1,5.49343791911653e-05,"12567/26444/22628/59029/12443/66753/244373/66357/80286/19181/60533/76580/19167/19173/67089/12995/26965/17463/72297/56637/22123/20747/26441/19170/70247/13200/78294","3716/5690/10213/1460/5719/5685/5684/5718/8452/5571/53632/11047/3703/8454/7979/5694/5717/10987/5689/5562/5701/9978/5686/5709/79139/8405/7415/5691/746/5707","R-HSA-9909615","R-MMU-9909615","Regulation of PD-L1(CD274) Post-translational modification","Regulation of PD-L1(CD274) Post-translational modification",-4.26015577904616,0,TRUE,FALSE,-2.780967177906,2.780967177906,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Cellular response to hypoxia","Cellular response to hypoxia","either",0.05,"opposite direction",-2.78067709946327,2.78067709946327,0.819953694025377,-1.96072340543789,0.996985357450474,0.00133816695395792,"26444/112406/59029/216080/19181/67673/19167/15251/71745/19173/67089/29806/17463/56550/66105/13819/22123/26441/19170/70247/78294","7323/5687/5704/8453/6923/7422/5690/10213/5719/5685/5684/5718/54583/11047/7321/7979/10370/405/7322/5694/5717/5689/5701/9978/5686/5709/2033/5691/5707","R-HSA-1234174","R-MMU-1234174","Cellular response to hypoxia","Cellular response to hypoxia",-2.87348969922937,0.00131122004858297,TRUE,FALSE,-2.78067709946327,2.78067709946327,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Co-inhibition by PD-1","Co-inhibition by PD-1","either",0.05,"opposite direction",-2.77527875139153,2.77527875139153,0.808079266502524,-1.96719948488901,1,5.436620051055e-06,"12567/26444/15270/22628/59029/12443/66753/244373/68024/66357/80286/19181/60533/76580/19167/16818/19173/67089/12995/26965/232440/17463/72297/56637/22123/665433/12988/20747/26441/19170/70247/13200/78294/54197/245688","5687/8348/91319/5704/4609/4297/8344/8368/8363/3716/5690/10213/1460/5719/5685/5684/8341/653604/5718/8452/27327/5571/53632/11047/3703/8454/7979/84661/4791/4780/3659/8331/5694/8338/5717/6774/5777/10987/6934/5689/5562/5701/4790/9978/5931/26523/5686/5709/79139/2033/3127/8405/7415/5691/746/27161/23512/5707/23112/1499","R-HSA-389948","R-MMU-389948","Co-inhibition by PD-1","Co-inhibition by PD-1",-5.26467101746658,0,TRUE,FALSE,-2.77527875139153,2.77527875139153,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","G alpha (i) signalling events","G alpha (i) signalling events","either",0.05,"opposite direction",-2.7678623873569,2.7678623873569,1.14224892001523,-1.62561346734167,0.593290135045116,0.00181512126725449,"12266/18573/12568/12778/71729/20312/18798/207565/14739/238871/16952/56470/18578/14682/20315/14701/18795/19088/19084/13610/14693/14708/11820/104111/20779/18783/14672/15551/14688/11609/14696/20606/14706","5582/2357/2781/6001/5173/2792/846/4283/2776/6753/2779/84152/2790/6376/8698/5995/2587/1524/2847/9628/156/3627/108/3827/26960/2918/5573/80834/3354/353299/4988/2778/29899/3577/5332/6352/801/111/23236/5532/5142/10663/5568/5443/818/5528/2771/51083/2773/5518/9170/5580/9283/301/5331/2783/196883/817/26575/6004/1020/5519/150/5141/6714/112/3710/6387/5321/5144/9294/10768/5530/5515/5499/718/3708/5577/8786","R-HSA-418594","R-MMU-418594","G alpha (i) signalling events","G alpha (i) signalling events",-2.74109435468289,0.226732872850965,TRUE,FALSE,-2.7678623873569,2.7678623873569,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Interleukin-1 family signaling","Interleukin-1 family signaling","either",0.05,"opposite direction",-2.76768027434352,2.76768027434352,1.10212106269578,-1.66555921164774,0.667058534261522,0.00359180350673503,"24110/69146/17082/16177/26444/16174/107527/59029/266632/16179/17874/11820/26406/434341/19181/80750/223664/26419/19167/19173/67089/16180/26965/12370/17463/16151/18412/26399/20848/22123/26441/71966/19170/70247/78294/270151","57162/5608/5604/5687/23118/5778/5704/7334/4792/1147/29110/84867/64127/5690/10213/5719/5685/5684/5718/8807/25930/11047/8454/8878/6416/7979/4791/5694/5717/6774/5777/5689/5701/4790/9978/5686/5709/5691/5707/9173","R-HSA-446652","R-MMU-446652","Interleukin-1 family signaling","Interleukin-1 family signaling",-2.44468742987635,0.175836055151817,TRUE,FALSE,-2.76768027434352,2.76768027434352,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of actin dynamics for phagocytic cup formation","Regulation of actin dynamics for phagocytic cup formation","either",0.05,"opposite direction",-2.76606058936597,2.76606058936597,1.14325803443965,-1.62280255492632,0.647806522952955,0.03194641593665,"11867/68089/67771/20430/11461/26417/330662/242687/17913/11350/74117/12540/22325/14083/11465","1072/10787/10096/4627/5058/10006/4641/10109/9844/10092/1398/5747/10458/4644/10095/10451/5595","R-HSA-2029482","R-MMU-2029482","Regulation of actin dynamics for phagocytic cup formation","Regulation of actin dynamics for phagocytic cup formation",-1.49557785820187,0.188554683265929,TRUE,FALSE,-2.76606058936597,2.76606058936597,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Degradation of AXIN","Degradation of AXIN","either",0.05,"opposite direction",-2.76160168458568,2.76160168458568,0.62922057501966,-2.13238110956602,1,0.000489257663640701,"26444/59029/19181/19167/12005/19173/67089/17463/22123/26441/19170/70247/78294","5690/10213/5719/5685/5684/5718/11047/7979/5694/5717/5689/5701/5686/5709/5691/5707/80351","R-HSA-4641257","R-MMU-4641257","Degradation of AXIN","Degradation of AXIN",-3.310462362909,0,TRUE,FALSE,-2.76160168458568,2.76160168458568,"opposite direction"
