"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","either",0.05,"shared positive",1.50586283423899,1.50586283423899,0.651357260751169,2.15722009499016,0.959202870541716,0.000956636635330551,"12862/20463/66142/17710/12867/12861/12857/13063/12858/12868/12865/12866/12859","4514/4513/4512/54205/1349/1345/1347/1337","GO:0006123","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","mitochondrial electron transport, cytochrome c to oxygen",3.01925299141592,0.0180895302234676,TRUE,FALSE,1.50586283423899,1.50586283423899,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0035458","cellular response to interferon-beta","either",0.05,"shared positive",-1.5042226498751,1.5042226498751,2.70660721712872,1.20238456725362,7.41857142857143e-08,0.49694018751627,"55932/15944/15959/246730/15951/54396/60440/15957/15950/381308/100040462/229900/16145/236312/15953/14469/23960/102639543/20846/80876/240327/226691/100039796/226695/23961/71701/21822/64704/100033459","57506/3428/3454/7327/87178/117854/6772/3455/51079","GO:0035458","GO:0035458","cellular response to interferon-beta","cellular response to interferon-beta",0.303695880471577,7.1296797174192,FALSE,TRUE,-1.5042226498751,1.5042226498751,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0035456","response to interferon-beta","either",0.05,"shared positive",-1.37938812468025,1.37938812468025,2.76677701626975,1.3873888915895,7.41857142857143e-08,0.320830505636298,"55932/66141/15944/15959/246730/15951/54396/60440/15957/15950/381308/100040462/69550/327959/229900/16145/236312/15953/14469/23960/102639543/20846/80876/240327/226691/213002/100039796/226695/23961/71701/21822/64704/100033459/68713/240328","10410/57506/3428/3454/5359/7327/87178/117854/6772/3455/51079","GO:0035456","GO:0035456","response to interferon-beta","response to interferon-beta",0.493724344254337,7.1296797174192,FALSE,TRUE,-1.37938812468025,1.37938812468025,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0031167","rRNA methylation","either",0.05,"shared positive",1.33876376916109,1.33876376916109,0.484127754779061,1.82289152394015,0.996936998714513,0.0277956031768307,"72181/66138/67674/56095/66254/14791/224481/75422","29960/51504/114049/51490/55695/64216/55006/79979/196074/79922/79066/10528/55178/29081","GO:0031167","GO:0031167","rRNA methylation","rRNA methylation",1.55602389714163,0.00133228599643079,TRUE,FALSE,1.33876376916109,1.33876376916109,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0010257","NADH dehydrogenase complex assembly","either",0.05,"shared positive",1.29119257971612,1.29119257971612,0.650181381923223,1.94137396163934,0.987177535724506,0.00707889295295932,"69089/225887/67130/75406/108755/66821/76826/68349/229211/66706/208501/76916/67184/235169/17716/66928/226646/69487","4538/4535/4540/5018/55744/55101/51300/57226/4725/4536/284184/55863/29090/90871/54968/28976","GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","NADH dehydrogenase complex assembly",2.15003465502397,0.00560473603155023,TRUE,FALSE,1.29119257971612,1.29119257971612,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032981","mitochondrial respiratory chain complex I assembly","either",0.05,"shared positive",1.29119257971612,1.29119257971612,0.650181381923223,1.94137396163934,0.987177535724506,0.00707889295295932,"69089/225887/67130/75406/108755/66821/76826/68349/229211/66706/208501/76916/67184/235169/17716/66928/226646/69487","4538/4535/4540/5018/55744/55101/51300/57226/4725/4536/284184/55863/29090/90871/54968/28976","GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","mitochondrial respiratory chain complex I assembly",2.15003465502397,0.00560473603155023,TRUE,FALSE,1.29119257971612,1.29119257971612,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0070670","response to interleukin-4","either",0.05,"shared positive",-1.25930338241084,1.25930338241084,1.97651158700075,0.717208204589908,0.0189345590243146,0.921668204249586,"547253/12567/18030/16453/23918/22143/20852/14104/27367/50868/16898/17025/16451/11837","54625/51176/3566/958/3597/11093","GO:0070670","GO:0070670","response to interleukin-4","response to interleukin-4",0.035425394561889,1.72274480491004,FALSE,TRUE,-1.25930338241084,1.25930338241084,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0042773","ATP synthesis coupled electron transport","either",0.05,"shared positive",1.25441039109461,1.25441039109461,0.850943729267972,2.10535412036258,0.87964539523527,9.37356562304816e-05,"67914/68943/67273/66218/12862/27369/22273/225887/72900/56428/67680/66416/75406/66445/68349/107197/57320","4514/4513/4538/4512/4539/4535/4519/4540/54205/51142/4698/4710/1349/4537/4694/7388/1345/4725/27089/4711/4536/1347/1337/126328/1716/4717/4709/7386/4731/4726/790955/6391","GO:0042773","GO:0042773","ATP synthesis coupled electron transport","ATP synthesis coupled electron transport",4.02809517583013,0.0556923664059866,TRUE,FALSE,1.25441039109461,1.25441039109461,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0071353","cellular response to interleukin-4","either",0.05,"shared positive",-1.2536611371398,1.2536611371398,1.97918384135116,0.725522704211363,0.011800762110898,0.916441506301667,"547253/12567/18030/16453/23918/22143/20852/14104/27367/50868/16898/17025/16451/11837","54625/51176/3566/958/3597/11093","GO:0071353","GO:0071353","cellular response to interleukin-4","cellular response to interleukin-4",0.0378952495245785,1.92808994439983,FALSE,TRUE,-1.2536611371398,1.2536611371398,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032607","interferon-alpha production","either",0.05,"shared positive",-1.24978145514834,1.24978145514834,2.05579167177338,0.806010216625042,0.00682377035484091,0.859669495379976,"54123/230073/71586/64685/20846/142980/78781/268857/72162/21898/17472/15510","57506/7099/56829/3661/6772/8767","GO:0032607","GO:0032607","interferon-alpha production","interferon-alpha production",0.0656684835481151,2.16597559721327,FALSE,TRUE,-1.24978145514834,1.24978145514834,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032647","regulation of interferon-alpha production","either",0.05,"shared positive",-1.24978145514834,1.24978145514834,2.05579167177338,0.806010216625042,0.00682377035484091,0.859669495379976,"54123/230073/71586/64685/20846/142980/78781/268857/72162/21898/17472/15510","57506/7099/56829/3661/6772/8767","GO:0032647","GO:0032647","regulation of interferon-alpha production","regulation of interferon-alpha production",0.0656684835481151,2.16597559721327,FALSE,TRUE,-1.24978145514834,1.24978145514834,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","either",0.05,"shared positive",1.24242371027823,1.24242371027823,0.862930410084349,2.10535412036258,0.876681723811394,9.37356562304816e-05,"67914/68943/67273/66218/12862/27369/22273/225887/72900/56428/67680/66416/75406/66445/68349/107197/57320","4514/4513/4538/4512/4539/4535/4519/4540/54205/51142/4698/4710/1349/4537/4694/7388/1345/4725/27089/4711/4536/1347/1337/126328/1716/4717/4709/7386/4731/4726/790955/6391","GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","mitochondrial ATP synthesis coupled electron transport",4.02809517583013,0.0571580470906896,TRUE,FALSE,1.24242371027823,1.24242371027823,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0072539","T-helper 17 cell differentiation","either",0.05,"shared negative",-1.22648935112079,1.22648935112079,-0.823405133467887,-2.04989448458868,0.886561103354084,0.00471549892360097,"19883/20371/17085/22724/216799/328572/74143/319817/14312/57765/57261/93685/240354","5699/10538/84695/5692/5687/6097/3716/64332/5690/5685/5684/3726/4063/6774/3718/5689/6776/149041/5686/2033/3956/5691","GO:0072539","GO:0072539","T-helper 17 cell differentiation","T-helper 17 cell differentiation",-2.32647234994606,-0.0522913266902487,TRUE,FALSE,-1.22648935112079,1.22648935112079,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0048268","clathrin coat assembly","either",0.05,"shared negative",-1.21182717222631,1.21182717222631,-0.73109022460653,-1.94291739683284,0.931054365049736,0.0379690985112757,"12757/67300","1211/9685/115548/1601/1759/1213/27065","GO:0048268","GO:0048268","clathrin coat assembly","clathrin coat assembly",-1.42056971405921,-0.0310249594571337,TRUE,FALSE,-1.21182717222631,1.21182717222631,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0060339","negative regulation of type I interferon-mediated signaling pathway","either",0.05,"shared positive",-1.21160438808312,1.21160438808312,1.89341344120112,0.681809053118002,0.0404566387469507,0.932584685303599,"24110/246730/100038882/23960/246727/20847/23961/26987/434341/56045/114643","56339/6773/401397/9636/4940/29883/11274/84166/79594","GO:0060339","GO:0060339","negative regulation of type I interferon-mediated signaling pathway","negative regulation of type I interferon-mediated signaling pathway",0.0303117207094809,1.39301020249183,FALSE,TRUE,-1.21160438808312,1.21160438808312,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006119","oxidative phosphorylation","either",0.05,"shared positive",1.20175474984814,1.20175474984814,0.800564958441971,2.00231970829011,0.953094651775805,9.70326262882996e-05,"108037/67914/68943/66592/68073/11639/67636/67273/66218/12862/27369/67267/66114/22273/11666/225887/72900/56428/67680/67130/66416/70316/75406/66445/230125/214917/26914/68349/107197/67126/57320/11474/68550/70556","4514/4513/4538/4508/4512/4539/4535/4519/4540/54205/51142/513/4698/4710/1349/4537/539/4694/7388/1345/4725/27089/514/4711/4536/1347/10105/205/1337/126328/1716/4509/9551/4717/4709/7386/4731/4726/125965/51085/790955/134145/6391/84277","GO:0006119","GO:0006119","oxidative phosphorylation","oxidative phosphorylation",4.01308221383127,0.0208639674595617,TRUE,FALSE,1.20175474984814,1.20175474984814,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0038202","TORC1 signaling","either",0.05,"shared negative",-1.17993963802124,1.17993963802124,-0.928057856316522,-2.10799749433776,0.828450602560884,9.37356562304816e-05,"22030/93765/110616/56480/216742/108079/64930/237898/22215/70394/70661/56032/18145/80909/237782/54170/329679/67574/83429/18712/56692/229603/52187","144577/55593/6725/203228/389541/57162/84433/8649/6197/7334/29110/96459/64798/57600/56681/9681/140775/23334/8452/8473/90809/57559/4864/6198/7321/81929/154743/55611/28956/5562/9978/84861/6714/10670/143686/729438/2033/64121/55004/56957/7107/5595/23387/9252","GO:0038202","GO:0038202","TORC1 signaling","TORC1 signaling",-4.02809517583013,-0.081733381843073,TRUE,FALSE,-1.17993963802124,1.17993963802124,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006730","one-carbon metabolic process","either",0.05,"shared positive",-1.16924104492626,1.16924104492626,1.87769775974241,0.708456714816147,0.044588786461861,0.921867360636637,"270685/94280/17768/192166/232087/108037/107747/216188/229709/269378/108156/22171/20425/14287","1719/4144/7298/2356/4522/10797/25902/94081/160428","GO:0006730","GO:0006730","one-carbon metabolic process","one-carbon metabolic process",0.035331561253852,1.35077434734291,FALSE,TRUE,-1.16924104492626,1.16924104492626,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1904263","positive regulation of TORC1 signaling","either",0.05,"shared negative",-1.1620057842324,1.1620057842324,-0.937489709616525,-2.09949549384892,0.810639666836796,0.00152586780747999,"110616/56480/216742/108079/64930/237898/22215/70661/56032/54170/329679/83429/18712/56692/52187","29110/96459/57600/8452/8473/90809/57559/6198/81929/154743/55611/28956/9978/84861/6714/10670/2033/64121/55004/7107/23387","GO:1904263","GO:1904263","positive regulation of TORC1 signaling","positive regulation of TORC1 signaling",-2.81648308955858,-0.0911721488464308,TRUE,FALSE,-1.1620057842324,1.1620057842324,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1903432","regulation of TORC1 signaling","either",0.05,"shared negative",-1.14375317948415,1.14375317948415,-1.05079686193457,-2.19455004141872,0.65637379474337,0.000112152145184149,"226419/328572/268706/216805/18747/70713/219024/74374/20869/56438/93765/110616/56480/216742/108079/64930/237898/22215/70394/70661/56032/18145/80909/237782/54170/329679/67574/83429/18712/56692/229603/52187","144577/55593/6725/203228/389541/57162/8649/7334/29110/96459/64798/57600/56681/9681/140775/23334/8452/8473/90809/57559/4864/6198/7321/81929/154743/55611/28956/5562/9978/84861/6714/10670/143686/729438/2033/64121/55004/56957/7107/5595/23387","GO:1903432","GO:1903432","regulation of TORC1 signaling","regulation of TORC1 signaling",-3.95019241505713,-0.182848766170945,TRUE,FALSE,-1.14375317948415,1.14375317948415,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032008","positive regulation of TOR signaling","either",0.05,"shared negative",-1.1394967039974,1.1394967039974,-1.07427595619423,-2.21377266019163,0.638882908375112,0.000159036289014327,"110616/56480/216742/108079/64930/237898/22215/66629/70661/56032/237782/54170/329679/83429/18712/56692/229603/52187","55593/6725/3071/389541/8649/6352/29110/96459/57600/140775/8452/8473/90809/57559/8841/6198/81929/154743/55611/28956/253260/9978/84861/6714/10670/5290/2033/64121/8239/55004/56957/7107/23387/64083","GO:0032008","GO:0032008","positive regulation of TOR signaling","positive regulation of TOR signaling",-3.79850376674583,-0.19457873011432,TRUE,FALSE,-1.1394967039974,1.1394967039974,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","either",0.05,"shared negative",-1.13894355731096,1.13894355731096,-0.895164749697811,-2.03410830700877,0.845064226314226,0.000956636635330551,"19883/20371/17085/22724/12053/216799/328572/74143/319817/14312/57765/16362/207952/214162/56480/57261/93685/240354/17283/382051/59009/11977/15284/23882","5914/2625/3594/64410/8651/27086/5699/10538/84695/942/5692/3071/5687/4297/6097/3716/29110/64332/5690/865/6693/338567/64218/5685/5684/4221/8807/301/8546/3726/4063/6774/3718/5689/6776/538/5295/51043/149041/5686/2033/3956/5691","GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","CD4-positive, alpha-beta T cell differentiation",-3.01925299141592,-0.0731102826788618,TRUE,FALSE,-1.13894355731096,1.13894355731096,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0046632","alpha-beta T cell differentiation","either",0.05,"shared negative",-1.13429653823829,1.13429653823829,-0.854907225570405,-1.98920376380869,0.897473824823796,0.000811769163621448,"230126/20230/11352/20535/11848/19401/19219/19883/20371/17085/22724/12053/216799/320404/328572/74143/319817/21414/14312/57765/16362/207952/214162/14634/56480/57261/93685/240354/17283/382051/19156/59009/11977/15284/12144/23882","5914/2625/11006/3594/64410/8651/27086/5699/10538/84695/942/5692/3071/5687/4297/6097/3716/29110/64332/5690/865/6693/338567/64218/5685/5684/4221/8807/301/8546/3726/3549/4063/6774/3718/5689/6776/538/1386/5295/51043/149041/5686/2033/3956/5691","GO:0046632","GO:0046632","alpha-beta T cell differentiation","alpha-beta T cell differentiation",-3.09056745009117,-0.0469782089338871,TRUE,FALSE,-1.13429653823829,1.13429653823829,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1902775","mitochondrial large ribosomal subunit assembly","either",0.05,"shared positive",1.12462703953528,1.12462703953528,0.744656700325678,1.86928373986096,0.917973405854896,0.0328893808121499,"72181/70316/72831/94254/212508/207704/75593/107999","29960/81554/26164/8225/22868/7284/130916/115416/92170/85865/55178","GO:1902775","GO:1902775","mitochondrial large ribosomal subunit assembly","mitochondrial large ribosomal subunit assembly",1.4829443026316,0.0371699003431673,TRUE,FALSE,1.12462703953528,1.12462703953528,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006520","amino acid metabolic process","either",0.05,"shared positive",-1.11787892680136,1.11787892680136,2.00935304787638,0.891474121075023,5.92808781379215e-06,0.836414910753359,"107869/26570/20512/108682/56454/100678/239273/12041/50527/192166/26912/381314/353172/56693/11566/110695/14194/18263/18451/226518/22375/108037/107045/23874/12286/110960/14874/22321/14661/12035/70223/11898/112406/66885/236539/27053/107272/68915/226414/107508/15108/15115/14431/13171/27267/246277/93747/78038/69719/110842/72562/110446/20226/50493/269378/12039/53381/14629/20751/108156/17850/18618/68021","493/6567/6611/586/26258/1806/79587/55157/4548/5831/57494/3712/55278/125061/58478/55191/144193/10157/2653/64116/23463/81539/7453/875/56267/29920/55556/4842/23576/283459/51166/85300/23395/57176/5092/1373/7915/57038/2752/4522/22929/57505/10955/50507/275/501/11112/642/55152/10841/5184/4482/2954/5859/113675/4141/79731/4552/1497/80755/55699/2639","GO:0006520","GO:0006520","amino acid metabolic process","amino acid metabolic process",0.0775782336255472,5.22708537170165,FALSE,TRUE,-1.11787892680136,1.11787892680136,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0170033","L-amino acid metabolic process","either",0.05,"shared positive",-1.11535849888562,1.11535849888562,1.91971543977704,0.804356940891422,0.00103696129930366,0.92984186687874,"107869/108682/56454/100678/239273/12041/50527/26912/56693/110695/18263/18451/226518/108037/14874/14661/12035/11898/112406/66885/236539/27053/107272/15108/14431/246277/93747/78038/72562/110446/269378/53381/20751/108156/18618","493/586/26258/4548/5831/57494/3712/125061/58478/55191/144193/10157/23463/875/56267/29920/4842/23576/51166/5092/2752/4522/22929/10955/501/11112/642/10841/2954/113675","GO:0170033","GO:0170033","L-amino acid metabolic process","L-amino acid metabolic process",0.0315909032539609,2.9842374517233,FALSE,TRUE,-1.11535849888562,1.11535849888562,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0045058","T cell selection","either",0.05,"shared negative",-1.10818394999661,1.10818394999661,-0.676903281893583,-1.78508723189019,0.989469348712466,0.0381381087201834,"11793/74256/320404/328572/74143/14312/57765/20869/14634/57261/20807/14102/16450","5699/10538/84695/5692/7535/5687/3716/5690/6693/5685/5684/4063/6774/3718/5689/6776/5686/2033/3956/4775/5691","GO:0045058","GO:0045058","T cell selection","T cell selection",-1.4186408475447,-0.00459765460687094,TRUE,FALSE,-1.10818394999661,1.10818394999661,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0002287","alpha-beta T cell activation involved in immune response","either",0.05,"shared negative",-1.08658175084216,1.08658175084216,-0.953609483050596,-2.04019123389276,0.787135575195277,0.00268783456600882,"19883/20371/17085/22724/12053/216799/328572/74143/319817/14312/57765/16362/214162/57261/93685/240354/17283/15284/23882","23476/57089/5914/2625/3594/5699/10538/84695/942/5692/5687/4297/6097/3716/64332/5690/6693/64218/5685/5684/4221/8807/301/3726/4063/6774/3718/5689/6776/149041/5686/2033/3956/5691","GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","alpha-beta T cell activation involved in immune response",-2.57059746526126,-0.103950458888417,TRUE,FALSE,-1.08658175084216,1.08658175084216,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0170039","proteinogenic amino acid metabolic process","either",0.05,"shared positive",-1.08327141331007,1.08327141331007,1.84766297487511,0.764391561565043,0.006630064403503,0.955840455840456,"107869/108682/56454/100678/239273/12041/192166/26912/110695/18263/226518/108037/14874/14661/12035/11898/66885/236539/27053/107272/15108/246277/93747/78038/72562/110446","493/586/26258/4548/5831/3712/125061/58478/55191/144193/10157/2653/875/29920/4842/23576/51166/5092/2752/4522/22929/10955/275/501/11112","GO:0170039","GO:0170039","proteinogenic amino acid metabolic process","proteinogenic amino acid metabolic process",0.0196145919608131,2.17848225289988,FALSE,TRUE,-1.08327141331007,1.08327141331007,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0001510","RNA methylation","either",0.05,"shared positive",1.06780537079155,1.06780537079155,0.911557174999982,1.97936254579153,0.81069474387656,0.00187507199205309,"17299/11651/328162/15108/28114/72181/20226/209584/68260/66138/212528/70359/13434/240174/83669/67674/56095/76357/66254/72167","29960/51504/114049/6637/56339/127253/115708/51490/55695/339175/6894/10785/84705/64216/80745/96764/55006/24140/51531/79979/57604/196074/79922/57570/83640/11180/79066/55152/10528/55178/4234/8731/29081/51574/113802/134353/79828/63892/6635/221078/9836/6633/55621/91801/51605/117246/84967/27292/4809","GO:0001510","GO:0001510","RNA methylation","RNA methylation",2.72698205318897,0.0911426427133342,TRUE,FALSE,1.06780537079155,1.06780537079155,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1902749","regulation of cell cycle G2/M phase transition","either",0.05,"shared positive",1.06555905902488,1.06555905902488,0.835256545367446,1.90081560439233,0.911861497484463,0.00187589894233391,"56453/74268/109019/108911/12567/234854/18148/107976/80280/67153/68251/12443/68077/382985/18514/11820/15937/108058/231600/69109/245000/225182/15574/238271/625530/234664/68034/14199","2273/4869/1026/29997/1063/23560/26271/58493/9928/5889/92002/8558/80279/29980/27183/80174/6790/990/51149/54465/672/994/63967/3364/4683/995/54984/595/140901/4361/641/79184/4998/1112/5932/84142/90381/9088/57099/11073/9212/84936/92421","GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","regulation of cell cycle G2/M phase transition",2.72679056146276,0.0400711215906084,TRUE,FALSE,1.06555905902488,1.06555905902488,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1901605","alpha-amino acid metabolic process","either",0.05,"shared positive",-1.06535878306275,1.06535878306275,1.93023264859514,0.86487386553239,0.000408766823158109,0.853022901040626,"107869/26570/108682/56454/100678/239273/12041/50527/192166/26912/56693/11566/110695/14194/18263/18451/226518/108037/12286/14874/14661/12035/11898/112406/66885/236539/27053/107272/15108/14431/246277/93747/78038/69719/72562/110446/50493/269378/53381/14629/20751/108156/17850/18618/68021/20425/14287/11911/14630/53415/56369/216443/216136/109079/58875/14085/104184/11484/18242/330817/19125/13479","493/6611/586/26258/4548/5831/57494/3712/125061/58478/55191/144193/10157/2653/64116/23463/875/56267/29920/4842/23576/51166/85300/5092/1373/7915/2752/4522/22929/10955/50507/275/501/11112/642/10841/4482/2954/113675/4141/4552","GO:1901605","GO:1901605","alpha-amino acid metabolic process","alpha-amino acid metabolic process",0.0690393092052021,3.38852436019249,FALSE,TRUE,-1.06535878306275,1.06535878306275,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0071624","positive regulation of granulocyte chemotaxis","either",0.05,"shared positive",1.06173601403534,1.06173601403534,0.791442915884804,1.85317892992014,0.890015892306254,0.0282523519784232,"26903/215999/117149/74006/16189/13617/193385/16149/12261","4192/64065/5879/5880/1906","GO:0071624","GO:0071624","positive regulation of granulocyte chemotaxis","positive regulation of granulocyte chemotaxis",1.54894539178323,0.0506022384345375,TRUE,FALSE,1.06173601403534,1.06173601403534,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032717","negative regulation of interleukin-8 production","either",0.05,"shared negative",-1.04992045357809,1.04992045357809,-0.797306132400701,-1.84722658597879,0.887997236839125,0.0373216760145121,"26390/229603","1991/26191/301/408/9314/307/56957","GO:0032717","GO:0032717","negative regulation of interleukin-8 production","negative regulation of interleukin-8 production",-1.42803886150886,-0.0515883856035923,TRUE,FALSE,-1.04992045357809,1.04992045357809,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0000154","rRNA modification","either",0.05,"shared positive",1.04526313749215,1.04526313749215,0.939493621465007,1.98475675895716,0.785229433838128,0.00386181513948376,"245474/52530/72181/66138/234344/98956/67674/56095/66254/14791/106707/224481/75422/271842/68147","29960/51504/114049/285367/51490/55695/1736/64216/55006/115939/55505/27079/79979/196074/79922/79066/10528/55178/55226/29081/113000/221078/84881/54433/117246/27292/4809","GO:0000154","GO:0000154","rRNA modification","rRNA modification",2.41320851922147,0.105003429507721,TRUE,FALSE,1.04526313749215,1.04526313749215,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0046637","regulation of alpha-beta T cell differentiation","either",0.05,"shared negative",-1.04351432931335,1.04351432931335,-0.693541338625055,-1.73705566793841,0.975263191012541,0.0486791758346751,"20535/11848/19401/20371/22724/12053/216799/320404/328572/74143/319817/14312/57765/16362/207952/14634/57261/240354/59009/15284","5914/11006/3594/64410/8651/10538/84695/942/3071/64332/865/338567/301/8546/3726/3549/3718/6776/51043/149041/2033/3956","GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","regulation of alpha-beta T cell differentiation",-1.3126567832251,-0.0108781668862407,TRUE,FALSE,-1.04351432931335,1.04351432931335,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006284","base-excision repair","either",0.05,"shared positive",1.0403268308811,1.0403268308811,0.908554038535441,1.94888086941654,0.813528498256321,0.011812181502179,"27050/15364/13194/16882/99375/11792/50721/59047/18294/234258/16881/22427/71726/268395/68240/15361/18207","328/142/7374/8091/4350/11284/27301/6118/8930/2237/2073/79661/7486/1763/4595/6119/252969/6996/5426/7515/3159/10721/2074","GO:0006284","GO:0006284","base-excision repair","base-excision repair",1.92766988842647,0.0896272289364868,TRUE,FALSE,1.0403268308811,1.0403268308811,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032609","type II interferon production","either",0.05,"shared positive",-1.03929800233807,1.03929800233807,1.77462472969751,0.735326727359444,0.0338834489875552,0.95952514026218,"16859/15944/20539/100038882/214855/16423/17082/16177/142980/26362/238871/12394/18578/15461/11820/14082/18176/21898/12611/15510/223601/60533/11350/15975/66155/12479","2150/7474/3624/80381/140885/8140/2621/11118/11119/7099/29126/9636/80380","GO:0032609","GO:0032609","type II interferon production","type II interferon production",0.017943641945598,1.4700123893677,FALSE,TRUE,-1.03929800233807,1.03929800233807,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032649","regulation of type II interferon production","either",0.05,"shared positive",-1.03929800233807,1.03929800233807,1.77462472969751,0.735326727359444,0.0338834489875552,0.95952514026218,"16859/15944/20539/100038882/214855/16423/17082/16177/142980/26362/238871/12394/18578/15461/11820/14082/18176/21898/12611/15510/223601/60533/11350/15975/66155/12479","2150/7474/3624/80381/140885/8140/2621/11118/11119/7099/29126/9636/80380","GO:0032649","GO:0032649","regulation of type II interferon production","regulation of type II interferon production",0.017943641945598,1.4700123893677,FALSE,TRUE,-1.03929800233807,1.03929800233807,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032728","positive regulation of interferon-beta production","either",0.05,"shared positive",-1.03904979206338,1.03904979206338,2.21928640745949,1.18023661539611,0.000272171163198671,0.495597938129116,"54123/246730/100038882/230073/246728/71586/23960/246727/66412/142980/70428/78781/24088/23961","57506/201292/3320/661/7099/81844/9636/56829/3661/5781/340061/4940/10622/8767","GO:0032728","GO:0032728","positive regulation of interferon-beta production","positive regulation of interferon-beta production",0.304870509118028,3.56515789062099,FALSE,TRUE,-1.03904979206338,1.03904979206338,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0042558","pteridine-containing compound metabolic process","either",0.05,"shared positive",-1.03879805417203,1.03879805417203,2.06464027925921,1.02584222508718,0.00460853812244319,0.630374210841886,"270685/17768/192166/108037/107747/216188/17250/108147/72562/20751/108156/19286/22171/20425/14287","1719/4548/6697/7298/5092/8836/2356/4522/10797/6573/10841/4552/25902","GO:0042558","GO:0042558","pteridine-containing compound metabolic process","pteridine-containing compound metabolic process",0.200401562520661,2.33643681561723,FALSE,TRUE,-1.03879805417203,1.03879805417203,"shared positive"
