"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0043200","response to amino acid","either",0.05,"opposite direction",-3.38482009232836,3.38482009232836,1.66213892822396,-1.7226811641044,0.038136374751926,0.0187989782195189,"20539/12842/20512/12843/12826/12833/232087/14799/22142/107581/107045/12832/12048/12825/76630/230784/14870/11898/17392/56876/68441/74370/66586/15499/16819/17025/18595/28185/14629/17874/28253","389541/8649/2906/2729/3747/23304/1147/2950/2902/9868/3208/8452/2534/57559/4524/4780/154743/2730/28956/9978/84861/9131/10670/143686/10458/729438/5290/2033/64121/55004/3182/22849","GO:0043200","GO:0043200","response to amino acid","response to amino acid",-1.72586575529399,1.41866059341021,TRUE,TRUE,-3.38482009232836,3.38482009232836,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0072524","pyridine-containing compound metabolic process","either",0.05,"opposite direction",-3.38171640776051,3.38171640776051,1.63160107501148,-1.75011533274903,0.018119436594263,0.00399953818989337,"18641/547253/20512/192185/243853/66171/12833/14635/74747/14381/110208/226518/22059/14751/107747/216188/67863/19895/22601/66129/246703/11674/108155/225913/15926/74370/56327/100198/17436/18113/50721/239017/72141/269951/69225/11820/19384/14433/13808/208727/21351/15937/107029/66646/19164/16548/18104/56428/68646/56716/21991/20779","55753/3418/8604/5232/441531/10840/11182/65220/2806/5027/84676/729020/3101/5313/5207/349565/8473/4191/5571/2821/53632/6888/89/9611/405/128240/26137/5562/8402/23530/6714/3098/9759/5236/2033/3417/4199/133686/7415/5515/5230/2026/5091/230/2027","GO:0072524","GO:0072524","pyridine-containing compound metabolic process","pyridine-containing compound metabolic process",-2.39799015196193,1.7418553104013,TRUE,TRUE,-3.38171640776051,3.38171640776051,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0051783","regulation of nuclear division","either",0.05,"opposite direction",3.3665252936379,3.3665252936379,-1.51605806957236,1.85046722406554,0.0787301541389178,0.0019239211353957,"58994/66977/12537/26951/18591/66591/74335/107995/12390/12237/24010/14184/57746/219114/52696/83946/13614/22629/16973/328440/12235/17345/268697/108912/229841/20399/108907/213389/11799/11789/70385/52276/12317/16319/68501/12159/12236","3481/4288/54908/11130/9787/701/51203/1063/221150/8379/83987/332/147841/57082/55143/699/348654/26271/23636/55755/9319/1906/7517/6790/55055/83540/220134/655/7272/57405/10635/7039/10040/23113","GO:0051783","GO:0051783","regulation of nuclear division","regulation of nuclear division",2.71581273435873,-1.10385889828977,TRUE,FALSE,3.3665252936379,3.3665252936379,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0009154","purine ribonucleotide catabolic process","either",0.05,"opposite direction",-3.36253480155526,3.36253480155526,1.46966521707676,-1.8928695844785,0.163518813086902,0.00187507199205309,"18641/22436/18573/243853/12833/14635/74747/15254/14751/15452/22601/66129/11674/108155/238871/225913/74370/56327/18578/50773/71207/50721/239017/72141/23984/11820/19384/14433/13808/208727/56409/15937/76952/19164/16548/56428/56716/21991/20779","195827/5213/56953/5138/284958/55753/5232/441531/11182/5142/5027/84676/3101/5313/5207/8473/5150/5571/2821/53632/3094/89/9611/405/26137/5562/5141/6714/3098/9759/5236/2033/272/5151/5144/5515/5230/2026/230/2027/7498","GO:0009154","GO:0009154","purine ribonucleotide catabolic process","purine ribonucleotide catabolic process",-2.72698205318897,0.786432273891759,TRUE,FALSE,-3.36253480155526,3.36253480155526,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0001676","long-chain fatty acid metabolic process","either",0.05,"opposite direction",-3.33967201389466,3.33967201389466,1.70740455807267,-1.63226745582199,0.0602499580756734,0.0375987134328284,"66253/54447/76267/67452/19224/19225/14870/113868/18484/26569/171210/56360/26897/68312/433256/625249/14869/11666/18783/13078/19223/50790/14863/19299/14775/12896/229211/14865/56448","2944/2182/9415/51390/100137049/50640/23305/215/1376/4051/246/11283/56624/11332/10999/8529/83401/2876/2879/57834/66002/30/2950/5825/1573/3992/22949/51703/26090/6342/5743/79071/376497/80221/9536/2181/5321/11000/5742/33/2052","GO:0001676","GO:0001676","long-chain fatty acid metabolic process","long-chain fatty acid metabolic process",-1.42482701567295,1.22004325095243,TRUE,FALSE,-3.33967201389466,3.33967201389466,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0051382","kinetochore assembly","either",0.05,"opposite direction",3.33652169130088,3.33652169130088,-1.25281167617754,2.08371001512334,0.493621347393045,0.00380102120680995,"67139/52504/66578/229584/20892/50927/229841/218977","9787/201254/55355/1063/80152/79172/55320/54069/4678/2491/1060/387103/64946/55839/51112/1058/9735/23421/23126/1062","GO:0051382","GO:0051382","kinetochore assembly","kinetochore assembly",2.42009970735695,-0.306606066854618,TRUE,FALSE,3.33652169130088,3.33652169130088,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0071498","cellular response to fluid shear stress","either",0.05,"opposite direction",-3.33375025055999,3.33375025055999,1.63449581785541,-1.69925443270458,0.178358203962718,0.0350494085628943,"20750/16600/18764/19225/11898/16598/18024/20779/56468/15183/22433","5339/108/25/5573/5598/5586/2778/111/9788/5568/5311/8841/4780/196883/4313/9314/6721/5747/112/5515/5577","GO:0071498","GO:0071498","cellular response to fluid shear stress","cellular response to fluid shear stress",-1.45531930608644,0.748706909573205,TRUE,FALSE,-3.33375025055999,3.33375025055999,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1903146","regulation of autophagy of mitochondrion","either",0.05,"opposite direction",-3.33296061031021,3.33296061031021,1.5750176093721,-1.75794300093811,0.177821971786053,0.0486791758346751,"15944/54396/16145/11739/20787/12257/12176/68943/207565/11740/64704/381038/14232/22333/74006","706/64127/55294/27429/65018/55626/6720/10075/55187/2931/84749/8454/7855/6721/9978/160760/10273/291","GO:1903146","GO:1903146","regulation of autophagy of mitochondrion","regulation of autophagy of mitochondrion",-1.3126567832251,0.750014578372022,TRUE,FALSE,-3.33296061031021,3.33296061031021,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006195","purine nucleotide catabolic process","either",0.05,"opposite direction",-3.30949391742991,3.30949391742991,1.54868329949429,-1.76081061793562,0.0547791126796838,0.0106123711420825,"18641/547253/22436/18573/243853/12833/14635/74747/15254/14751/15452/22601/66129/11674/108155/238871/225913/74370/56327/18578/50773/18113/71207/50721/239017/72141/23984/381101/11820/19384/14433/13808/208727/56409/15937/76952/19164/16548/56428/56716/21991/20779/56045/23959/56717/15251/218461/11717","195827/5213/56953/5138/284958/55753/5232/441531/11182/5142/5027/84676/3101/5313/5207/8473/5150/5571/2821/53632/3094/89/9611/405/26137/5562/5141/6714/3098/9759/5236/2033/272/5151/5144/5515/5230/2026/230/2027/7498","GO:0006195","GO:0006195","purine nucleotide catabolic process","purine nucleotide catabolic process",-1.97418757002217,1.2613850067925,TRUE,FALSE,-3.30949391742991,3.30949391742991,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0000075","cell cycle checkpoint signaling","either",0.05,"opposite direction",3.29537577098916,3.29537577098916,-1.26870212350059,2.02667364748857,0.331778686429849,2.62817690069641e-05,"72772/227331/11920/319955/17193/225131/381979/327762/28000/13972/234736/52040/68592/235610/218294/214444/229543/67177/66371/72440/66977/69076/19367/26951/66591/74335/77011/71711/20184/107995/57261/12237/24010/12952/240087/71375/23834/219114/52696/241627/12235/268697/235559/229841/17096/208266/12534/381921/76843/269582/19891/208768/11799/11789/12189/70385/330177/52276/16319/12144/12753/12236","54908/1026/5591/11130/29997/701/9656/1063/221150/8379/332/147841/57082/55143/699/348654/79968/58493/8525/197342/55755/80279/29980/27183/9319/83695/55159/81620/7517/6118/55055/83540/990/7158/220134/2177/51149/7272/57405/57805/54465/9894/1763/672/151636/63967/3364/5984/4683/440275/80185/84444/595/5982/4361/83990/3619/991/79858/8914/146956/9735/641/51499/79184/4998/1112/80254/5932/84142/90381/6419/51776/84126/4085/2074/11073/9212/84936","GO:0000075","GO:0000075","cell cycle checkpoint signaling","cell cycle checkpoint signaling",4.58034540607928,-0.479151516633587,TRUE,FALSE,3.29537577098916,3.29537577098916,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0009261","ribonucleotide catabolic process","either",0.05,"opposite direction",-3.2729713172963,3.2729713172963,1.47972304009982,-1.79324827719648,0.0744278870872715,0.00690321663776309,"18641/22436/18573/243853/12833/14635/74747/15254/14751/15452/22601/12499/66129/11674/108155/238871/225913/74370/56327/18578/50773/71207/50721/239017/72141/23984/11820/19384/22271/14433/13808/208727/56409/15937/76952/19164/16548/56428/56716/21991/20779","195827/5213/56953/5138/284958/55753/5232/441531/11182/5142/5027/84676/3101/5313/5207/8473/5150/5571/2821/53632/3094/89/9611/405/26137/5562/5141/6714/3098/9759/5236/978/2033/272/5151/5144/5515/5230/2026/230/2027/7498","GO:0009261","GO:0009261","ribonucleotide catabolic process","ribonucleotide catabolic process",-2.16094849730432,1.12826430989922,TRUE,FALSE,-3.2729713172963,3.2729713172963,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0085029","extracellular matrix assembly","either",0.05,"opposite direction",-3.21591720170302,3.21591720170302,1.79058566515674,-1.42533153654628,0.0427950853852533,0.230134460698487,"12843/23876/58859/14118/12833/207596/12825/21814/16948/14230/12837/108075/69675","4089/2006/11117/538/1605/30008/7049/4629","GO:0085029","GO:0085029","extracellular matrix assembly","extracellular matrix assembly",-0.638018344518595,1.36860610277696,FALSE,TRUE,-3.21591720170302,3.21591720170302,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","either",0.05,"opposite direction",3.21578980940864,3.21578980940864,-1.27172962285519,1.94406018655345,0.201768334928159,9.37356562304816e-05,"118454/218294/214444/229543/12193/20296/66371/66977/69076/28010/26951/66591/74335/77011/238555/20184/107995/12237/24010/14056/71375/23834/219114/52696/12235/59036/268697/67333/235559/229841/12534/381921/269424/22390/76843/269582/19891/208768/11799/11789/12189/70385/330177/52276/93695/16319/12144/52679/12236/12581","2273/54908/1026/5591/11130/29997/701/3624/1063/221150/23560/8379/332/91607/144455/147841/57082/55143/699/348654/26271/58493/8525/55755/80279/29980/27183/9319/55159/7517/6118/55055/83540/990/220134/51149/7272/57405/54465/79027/25959/672/51339/63967/3364/3275/4683/54984/595/140901/4361/3619/991/9735/641/51499/79184/4998/1112/5932/84142/90381/9088/29117/4085/57099/11073/9212/84936","GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","negative regulation of mitotic cell cycle phase transition",4.02809517583013,-0.695146989957456,TRUE,FALSE,3.21578980940864,3.21578980940864,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006090","pyruvate metabolic process","either",0.05,"opposite direction",-3.20699082825948,3.20699082825948,1.4170515393509,-1.78993928890858,0.207620758181787,0.0139379762735644,"74551/18641/12041/228026/243853/12833/14635/74747/14751/319518/22601/66129/11674/108155/16828/225913/74370/56327/50721/235339/239017/72141/11820/19384/18597/14433/13808/22333/208727/15937/19164/16548/56428/56716/21991/20779","10295/5161/1737/195827/5213/112817/55753/1738/5232/441531/11182/5027/84676/3101/5313/5207/160287/8473/5571/2821/53632/89/9611/405/5166/26137/5562/6714/3098/9759/10873/5236/2033/5160/5165/5515/5230/2026/230/2027","GO:0006090","GO:0006090","pyruvate metabolic process","pyruvate metabolic process",-1.85580027910934,0.682729227349997,TRUE,FALSE,-3.20699082825948,3.20699082825948,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0009636","response to toxic substance","either",0.05,"opposite direction",-3.19533665127243,3.19533665127243,1.76022084302233,-1.4351158082501,0.00324312320528057,0.0738037398441227,"26570/12870/23876/12833/14873/14799/11864/14782/12799/17750/230784/14874/17250/20509/330260/19224/19225/211666/68943/19106/14870/11898/22785/12554/76983/15439/22166/11532/21743/64704/76650/232223/54683/16819/69675/68312/50493/17025/20657/53381/14088/28253/75605/19765/269823/14768/18754/11690/625249/109801/18024/14869/17755/26417/18104/12028/18669/11911/69634/110198/13078/18477/11758/14281/18671/15251/12892/104184/213350/21672/14775/57320/75894/20269/18230/226422","4494/9973/8303/6352/55829/22977/645745/2876/3029/2879/3747/84883/1147/2950/241/4583/6532/25953/127700/5446/10057/4490/581/27429/1665/65018/6722/596/4499/140809/10928/2098/5243/4780/23135/5743/51024/7782/538/23530/5052/51714/9131/132/9403/9536/119391/1356/4501/10327/57016/5742/7001/3625/2052/217","GO:0009636","GO:0009636","response to toxic substance","response to toxic substance",-1.13192163069032,2.48903655229616,FALSE,TRUE,-3.19533665127243,3.19533665127243,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0010866","regulation of triglyceride biosynthetic process","either",0.05,"opposite direction",-3.1937630657503,3.1937630657503,1.26134924896977,-1.93241381678053,0.502397977263784,0.0475063942706107,"12266/67800/20787","255919/7376/10524/55294/6720/150094/23399/376497/718","GO:0010866","GO:0010866","regulation of triglyceride biosynthetic process","regulation of triglyceride biosynthetic process",-1.32324793122683,0.298952117807774,TRUE,FALSE,-3.1937630657503,3.1937630657503,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0001101","response to acid chemical","either",0.05,"opposite direction",-3.19140313761661,3.19140313761661,1.62156780275321,-1.5698353348634,0.0619907370766268,0.0407850166099775,"20539/12842/20512/12843/12826/12833/232087/14799/22142/107581/107045/18764/12832/12048/12825/76630/230784/14870/11898/17392/56876/68441/74370/66586/15499/16819/17025/18595/28185/14629/17874/28253","3747/23304/1147/7422/2950/2902/9868/3208/8452/5311/2534/57559/4524/4780/154743/6494/2730/28956/9978/84861/9131/10670/143686/10458/729438/5290/2033/64121/55004/3182/22849","GO:0001101","GO:0001101","response to acid chemical","response to acid chemical",-1.38949935648738,1.20767319980896,TRUE,FALSE,-3.19140313761661,3.19140313761661,"opposite direction"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0006260","DNA replication","either",0.05,"opposite direction",3.18724930145828,3.18724930145828,-1.4023323189533,1.78491698250498,0.106204887300765,0.000123455322014585,"57441/327762/75826/20466/18970/50776/93762/26428/272158/22589/234736/19075/11545/13006/26909/19687/66634/69723/108961/22130/69714/12301/27221/67177/245007/20133/114741/18029/81702/68275/80905/217578/217127/18591/14156/74335/77011/71711/78903/56452/93765/54380/20892/71988/52864/218914/13134/16588/67967/23834/12566/52808/50927/18968/70024/56207/233877/11596/328440/319651/13560/107373/235559/235134/19647/16332/21749/227195/12545/12534/18969/269424/77782/194268/76843/19891/78833/208768/237877/244666/110749/12428/12189/16476/12144/52679/17217/27015/17215/19704/117599/14632","1026/64710/63901/1854/2736/5425/1663/11198/1956/201254/6282/23560/142/10036/84515/246243/9401/5965/91607/144455/5442/92667/1719/348654/26271/9156/63922/5889/197342/199990/92675/9100/29980/51550/55159/4173/54955/6418/81620/11284/80174/7517/4678/2735/6118/9837/2237/990/51053/83743/54465/7486/1763/7083/672/7270/54107/7013/84464/283899/11169/6119/27154/177/5984/4683/6921/10535/23594/55388/5982/157570/6596/4361/5429/7298/8208/4796/8914/146956/64785/116447/374393/641/84296/51659/5426/4998/56852/9400/10856/11232/84289/5932/7319/90381/6419/10721","GO:0006260","GO:0006260","DNA replication","DNA replication",3.90849018340117,-0.973855497577375,TRUE,FALSE,3.18724930145828,3.18724930145828,"opposite direction"
