"model","database","pathway_id","pathway_name","NES","padj","leading_edge","within_species_key","cross_species_key","signed_log10padj","significant"
"human_KD","GO_BP","GO:0099170","postsynaptic modulation of chemical synaptic transmission",0.677780901737884,0.96020713308216,"7474/4193/5924/4744/6505","GO:0099170","GO:0099170",0.0176350721153279,FALSE
"human_KD","GO_BP","GO:0030150","protein import into mitochondrial matrix",-0.660641371214253,0.96020713308216,"25813/131118/9868/140823/3308/84134/29103","GO:0030150","GO:0030150",-0.0176350721153279,FALSE
"human_KD","GO_BP","GO:0034383","low-density lipoprotein particle clearance",-0.660259113705374,0.96020713308216,"10330/3988/84649/26119/9971/8435/6833/3190/338/3162/29116/10938","GO:0034383","GO:0034383",-0.0176350721153279,FALSE
"human_KD","GO_BP","GO:0022898","regulation of transmembrane transporter activity",-0.738700785660655,0.961142044781424,"2258/2859/10369/219527/4988/11261/255057/6844/801/2332/778/288/3208/487/6324/817/342667/784","GO:0022898","GO:0022898",-0.0172124242918294,FALSE
"human_KD","GO_BP","GO:0006605","protein targeting",0.769650997083214,0.961426653894196,"6727/9697/1122/8031/6726/9270/55625/5371/27183/89781/22863/2040/1191/22879/23163/23463/23204/79720/10956/60559/90637/11154/51201/6653/6449/58477/9847/950/79844/8943/57214/85377/79683/9747/5621/64374/283576/253832/27342/3482","GO:0006605","GO:0006605",0.0170838419757183,FALSE
"human_KD","GO_BP","GO:0034219","carbohydrate transmembrane transport",0.70914730172763,0.962632355585644,"2887/55625/6515/10776/65010/8682/55022/5797/57761/85414/9847/5781/6526/66035/8660/23596/1389/5467/51422/81031/91749/360/151176/154091/5167","GO:0034219","GO:0034219",0.0165395450935773,FALSE
"human_KD","GO_BP","GO:0060632","regulation of microtubule-based movement",-0.719588571821764,0.962877994792117,"156/132141/122664/6870/22902/3916/6865/83639/246176/441531/80128/79846/80217/324","GO:0060632","GO:0060632",-0.0164287383638518,FALSE
"human_KD","GO_BP","GO:0006098","pentose-phosphate shunt",-0.639388719374714,0.962877994792117,"57103/64223/7157/57521/23729/9563/6120/2539/51071/5634/22934/64080/2475/25796/5226/7086/729020/6888","GO:0006098","GO:0006098",-0.0164287383638518,FALSE
"human_KD","GO_BP","GO:0000245","spliceosomal complex assembly",0.719834430293262,0.963246743482566,"7919/6637/51634/9128/6936/27336/57461/8175/6631/79833/6627","GO:0000245","GO:0000245",0.0162624505630201,FALSE
"human_KD","GO_BP","GO:0018107","peptidyl-threonine phosphorylation",0.674766583264413,0.963246743482566,"5591/8558/65267/117854/57214/199731/22853","GO:0018107","GO:0018107",0.0162624505630201,FALSE
"human_KD","GO_BP","GO:0018210","peptidyl-threonine modification",0.674766583264413,0.963246743482566,"5591/8558/65267/117854/57214/199731/22853","GO:0018210","GO:0018210",0.0162624505630201,FALSE
"human_KD","GO_BP","GO:0034497","protein localization to phagophore assembly site",-0.609640874038694,0.963246743482566,"55054/83452/23647/55062","GO:0034497","GO:0034497",-0.0162624505630201,FALSE
"human_KD","GO_BP","GO:2000291","regulation of myoblast proliferation",-0.60490614618091,0.963246743482566,"1386","GO:2000291","GO:2000291",-0.0162624505630201,FALSE
"human_KD","GO_BP","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",0.624214051241047,0.963375610583087,"3304/55765/10392","GO:0035872","GO:0035872",0.0162043527519774,FALSE
"human_KD","GO_BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway",0.703122546364521,0.963538268049505,"7070/8525/56940/1845/8934/29126/5819/80380/5781/5583","GO:0050854","GO:0050854",0.0161310321525911,FALSE
"human_KD","GO_BP","GO:0036257","multivesicular body organization",0.666329343161486,0.963982380286267,"51652/27183/79720/5873/9798/51534/92421/5119/137492","GO:0036257","GO:0036257",0.0159309040788908,FALSE
"human_KD","GO_BP","GO:0086013","membrane repolarization during cardiac muscle cell action potential",-0.623631654254878,0.964822434728693,"3757/476/3781/7531/3759","GO:0086013","GO:0086013",-0.0155526065662843,FALSE
"human_KD","GO_BP","GO:0002224","toll-like receptor signaling pathway",0.715453259789622,0.965087491295405,"3654/4615/148022/7099/29126/5336/3661/10318/23643/11213/7301/7187","GO:0002224","GO:0002224",0.015433313325199,FALSE
"human_KD","GO_BP","GO:0043406","positive regulation of MAP kinase activity",0.656681121322501,0.965087491295405,"2321/5294/23328/2247","GO:0043406","GO:0043406",0.015433313325199,FALSE
"human_KD","GO_BP","GO:0042490","mechanoreceptor differentiation",0.655029437089858,0.965087491295405,"3280/5205/25987/54845","GO:0042490","GO:0042490",0.015433313325199,FALSE
"human_KD","GO_BP","GO:0034368","protein-lipid complex remodeling",0.654684761030199,0.965087491295405,"3931/9388/4023","GO:0034368","GO:0034368",0.015433313325199,FALSE
"human_KD","GO_BP","GO:0034369","plasma lipoprotein particle remodeling",0.654684761030199,0.965087491295405,"3931/9388/4023","GO:0034369","GO:0034369",0.015433313325199,FALSE
