"ensembl_gene_id","sample.WT_1","sample.WT_2","sample.WT_3","sample.neg.neg_1","sample.neg.neg_2","sample.neg.neg_3"
"ENSMUSG00000032419",674.447192807211,694.728504675427,629.340917375759,552.400892820045,490.366363099524,475.739681252521
"ENSMUSG00000032420",47.9974689359733,80.5183110916543,33.8875878586947,58.0147056386349,38.4601069097666,28.7745774951121
"ENSMUSG00000032422",451.838242052438,482.077580510289,495.173732792356,513.304025976618,508.22284130763,451.760866673261
"ENSMUSG00000032423",6091.5408420293,5869.57842137367,7433.13865929083,5498.78514314018,6871.99695962722,5887.27855549994
"ENSMUSG00000032425",153.922917622259,114.583750399662,104.429097278835,175.305306168919,109.88601974219,121.812378062641
"ENSMUSG00000032431",961.604463855189,1135.51464360025,1337.52234527991,742.84047002513,741.730633259784,1114.53530164401
"ENSMUSG00000032434",557.763690738724,660.66306536742,722.704679843591,926.974100965145,837.8809005342,864.196477436535
"ENSMUSG00000032435",1553.29739987624,1835.40457847386,2040.17110577856,1827.463227617,1854.32658314946,1964.34449033299
"ENSMUSG00000032436",826.715025293747,950.735442505303,1032.53405455166,803.377554169792,980.732726199047,819.116306027526
"ENSMUSG00000032437",5014.08041867348,6084.29391761808,6455.2396953685,5087.63744665768,5852.8041265184,6358.22247383661
"ENSMUSG00000032440",2114.37126088641,2655.03969394532,2796.76337348085,2735.51948978694,2583.69503918825,2791.13401702588
"ENSMUSG00000032446",41.3771283930804,47.4851578232833,29.0465038788812,78.1937336868558,103.018143508303,160.178481389458
"ENSMUSG00000032449",964.914634126635,891.895138246017,971.674713091144,1137.59270621845,1185.39543796888,1104.94377581231
"ENSMUSG00000032452",868.919696254689,461.431859717557,973.749463368207,134.947250072477,112.633170235745,65.2223756555875
