"ensembl_gene_id","sample.WT_1","sample.WT_2","sample.WT_3","sample.pos.neg_1","sample.pos.neg_2","sample.pos.neg_3","sample.neg.neg_1","sample.neg.neg_2","sample.neg.neg_3"
"ENSMUSG00000021910",8763.5157010438,7891.15761329356,8330.7968863807,7398.6733657016,5920.62178846199,6854.53253902613,7917.58174710977,6470.79541518039,6296.85019510199
"ENSMUSG00000021911",945.176622340723,1093.81411472182,1190.67459817912,1018.26705300907,1192.3037501738,1365.66312408274,1030.97224069776,1102.71082045126,1177.77603132061
"ENSMUSG00000021913",1073.63967232937,1190.93303611864,879.921612390612,492.070673183844,417.358744563917,592.264025016688,390.771736393506,467.58055990866,520.13918433898
"ENSMUSG00000021916",516.187891772569,442.430641918871,390.567436875238,683.614962074199,516.979550427163,480.246281854578,549.931045441317,481.867743683646,398.924139640853
"ENSMUSG00000021917",2079.54428193746,2376.96107620715,2270.13233828656,2368.98453846003,2056.38316102975,2247.50493195467,1879.03005159431,2252.17969689338,1699.72439543121
"ENSMUSG00000021918",524.752095105146,600.371514089465,714.40475890747,419.415942915088,504.395869686542,607.755840560384,365.828859602431,470.17822968593,463.150021533144
"ENSMUSG00000021927",282.618709975027,303.128754662818,317.295153910369,201.451752108822,235.944013886636,206.160314543032,181.726673763546,164.952030856666,238.811729853028
"ENSMUSG00000021928",116.784590898771,144.206883286195,92.8987873304586,107.881266156637,91.2316853694994,107.251030687127,137.779700369747,100.010286424908,110.359966068445
"ENSMUSG00000021929",3614.09380634731,3992.66676853615,4375.40203990216,3980.5985553306,4788.09052180614,4574.85229786532,3607.2150864045,4361.48755603688,4718.34084436891
"ENSMUSG00000021930",549.66614116355,526.796573637325,622.814405201384,815.714471653754,833.668849066115,813.916155103416,920.51092919443,1027.37839691042,927.204632952095
"ENSMUSG00000021932",594.044285705084,649.421474390892,637.207175069484,477.759892979392,498.104029316232,524.338372248174,511.92285223587,523.430460119972,563.559498857713
"ENSMUSG00000021936",790.24239841502,767.141379114317,748.42403314116,978.637200135206,1041.29958128635,933.083966978001,893.192540328015,974.126166476374,1007.71313278891
"ENSMUSG00000021938",843.963310228454,1017.29617665159,1140.95412045296,837.73105658368,796.966446905971,1030.80157271516,574.873922232392,928.666945374143,814.13089722623
"ENSMUSG00000021939",12471.8157440495,17257.738032454,11737.3038274349,17104.6848320594,14836.1595931917,14627.8489076053,13201.9083587046,12322.0465884818,15204.3468006428
"ENSMUSG00000021944",104.327567869569,110.852910281225,107.945774010744,0,0,2.3833562374917,74.8286303732246,53.2522304340418,174.585847960736
"ENSMUSG00000021945",1490.17137986832,1645.13566850986,1707.50587980632,1961.6777172564,1839.31466825404,1893.57653068716,1888.53209989567,1739.13991588249,1670.77751908539
"ENSMUSG00000021947",37.3710690876068,39.2399682411415,43.832526416484,79.2597057477332,58.7238434562295,101.292640093397,71.2653622602139,74.0335886522044,66.9396515497123
"ENSMUSG00000021948",871.213048104834,782.837366410773,883.84691326373,734.253107413028,629.18403703103,729.30700867246,865.874151461599,671.49763742438,975.147896899862
"ENSMUSG00000021951",692.143342060052,886.823282249798,836.743302786314,580.137012903547,612.405796043536,613.714231154113,488.167731482465,658.509288538029,527.375903425436
"ENSMUSG00000021952",1945.63128437353,2063.04133027801,2627.98893455248,2119.09629950537,2671.93487725844,2419.10658105408,2209.22623006663,2295.04124821834,2458.67530962322
"ENSMUSG00000021957",5047.4300186449,5955.64617979925,4757.46465821898,7506.55463185823,8579.97298497981,8475.21478052049,6674.00117566903,6640.9427855916,8226.34042152815
"ENSMUSG00000021958",351.910900574964,471.860618099727,514.214414378454,461.247454281947,584.09251437714,536.255153435633,365.828859602431,536.418809006323,426.966426100867
"ENSMUSG00000021959",319.211215123308,468.917620481641,394.492737748356,479.961551472384,612.405796043536,607.755840560384,508.359584122859,574.085020776743,660.350616639053
"ENSMUSG00000021962",879.777251437411,867.203298129227,920.483054746164,810.210325421273,936.435575114516,948.575782521697,894.380296365685,872.817045162831,934.441352038551
"ENSMUSG00000021963",1747.87604378494,2399.5240579458,2565.18412058259,2154.32283539325,2113.00972436254,2456.0486027352,1941.98112159083,2321.01794599104,2276.85274257602
"ENSMUSG00000021965",843.963310228454,877.994289395541,901.51076719276,697.925742278651,717.269802215374,784.12420213477,742.347523543895,820.863649617424,907.303655464343
